,State,id,Year,State_Minimum_Wage,Federal_Minimum_Wage,CPI_Average
568,Nebraska,31,1978,1.6,2.2,65.2
569,Nevada,32,1978,2.2,2.2,65.2
570,New Hampshire,33,1978,2.2,2.2,65.2
571,New Jersey,34,1978,2.2,2.2,65.2
572,New Mexico,35,1978,2.0,2.2,65.2
573,New York,36,1978,2.3,2.2,65.2
574,North Carolina,37,1978,2.0,2.2,65.2
575,North Dakota,38,1978,2.0,2.2,65.2
576,Ohio,39,1978,1.6,2.2,65.2
577,Oklahoma,40,1978,1.8,2.2,65.2
578,Oregon,41,1978,2.3,2.2,65.2
579,Pennsylvania,42,1978,2.2,2.2,65.2
580,Puerto Rico,72,1978,0.76,2.2,65.2
581,Rhode Island,44,1978,2.3,2.2,65.2
582,South Carolina,45,1978,0.0,2.2,65.2
583,South Dakota,46,1978,2.0,2.2,65.2
584,Tennessee,47,1978,0.0,2.2,65.2
585,Texas,48,1978,1.4,2.2,65.2
586,U.S. Virgin Islands,78,1978,0.0,2.2,65.2
587,Utah,49,1978,1.55,2.2,65.2
588,Vermont,50,1978,2.3,2.2,65.2
589,Virginia,51,1978,2.0,2.2,65.2
590,Washington,53,1978,2.2,2.2,65.2
591,West Virginia,54,1978,2.0,2.2,65.2
592,Wisconsin,55,1978,2.1,2.2,65.2
593,Wyoming,56,1978,1.6,2.2,65.2
594,Alabama,1,1979,0.0,2.9,72.6
595,Alaska,2,1979,3.4,2.9,72.6
596,Arizona,4,1979,0.0,2.9,72.6
597,Arkansas,5,1979,2.3,2.9,72.6
598,California,6,1979,2.9,2.9,72.6
599,Colorado,8,1979,1.9,2.9,72.6
600,Connecticut,9,1979,2.91,2.9,72.6
601,Delaware,10,1979,2.0,2.9,72.6
602,District of Columbia,11,1979,2.46,2.9,72.6
603,Florida,12,1979,0.0,2.9,72.6
604,Georgia,13,1979,1.23,2.9,72.6
605,Guam,66,1979,2.9,2.9,72.6
606,Hawaii,15,1979,2.65,2.9,72.6
607,Idaho,16,1979,2.3,2.9,72.6
608,Illinois,17,1979,2.3,2.9,72.6
609,Indiana,18,1979,2.0,2.9,72.6
610,Iowa,19,1979,0.0,2.9,72.6
611,Kansas,20,1979,1.6,2.9,72.6
612,Kentucky,21,1979,2.0,2.9,72.6
613,Louisiana,22,1979,0.0,2.9,72.6
614,Maine,23,1979,2.9,2.9,72.6
615,Maryland,24,1979,2.9,2.9,72.6
616,Massachusetts,25,1979,2.9,2.9,72.6
617,Michigan,26,1979,2.9,2.9,72.6
618,Minnesota,27,1979,2.3,2.9,72.6
619,Mississippi,28,1979,0.0,2.9,72.6
620,Missouri,29,1979,0.0,2.9,72.6
621,Montana,30,1979,2.0,2.9,72.6
622,Nebraska,31,1979,1.6,2.9,72.6
623,Nevada,32,1979,2.75,2.9,72.6
624,New Hampshire,33,1979,2.9,2.9,72.6
625,New Jersey,34,1979,2.5,2.9,72.6
626,New Mexico,35,1979,2.3,2.9,72.6
627,New York,36,1979,2.9,2.9,72.6
628,North Carolina,37,1979,2.5,2.9,72.6
629,North Dakota,38,1979,2.1,2.9,72.6
630,Ohio,39,1979,2.3,2.9,72.6
631,Oklahoma,40,1979,2.0,2.9,72.6
632,Oregon,41,1979,2.3,2.9,72.6
633,Pennsylvania,42,1979,2.9,2.9,72.6
634,Puerto Rico,72,1979,1.2,2.9,72.6
635,Rhode Island,44,1979,2.3,2.9,72.6
636,South Carolina,45,1979,0.0,2.9,72.6
637,South Dakota,46,1979,2.3,2.9,72.6
638,Tennessee,47,1979,0.0,2.9,72.6
639,Texas,48,1979,1.4,2.9,72.6
640,U.S. Virgin Islands,78,1979,2.9,2.9,72.6
641,Utah,49,1979,2.2,2.9,72.6
642,Vermont,50,1979,2.9,2.9,72.6
643,Virginia,51,1979,2.35,2.9,72.6
644,Washington,53,1979,2.3,2.9,72.6
645,West Virginia,54,1979,2.2,2.9,72.6
646,Wisconsin,55,1979,2.8,2.9,72.6
647,Wyoming,56,1979,1.6,2.9,72.6
648,Alabama,1,1980,0.0,3.1,82.4
649,Alaska,2,1980,3.6,3.1,82.4
650,Arizona,4,1980,0.0,3.1,82.4
651,Arkansas,5,1980,2.55,3.1,82.4
652,California,6,1980,2.9,3.1,82.4
653,Colorado,8,1980,1.9,3.1,82.4
654,Connecticut,9,1980,3.12,3.1,82.4
655,Delaware,10,1980,2.0,3.1,82.4
656,District of Columbia,11,1980,2.5,3.1,82.4
657,Florida,12,1980,0.0,3.1,82.4
658,Georgia,13,1980,1.25,3.1,82.4
659,Guam,66,1980,3.1,3.1,82.4
660,Hawaii,15,1980,2.9,3.1,82.4
661,Idaho,16,1980,2.3,3.1,82.4
662,Illinois,17,1980,2.3,3.1,82.4
663,Indiana,18,1980,2.0,3.1,82.4
664,Iowa,19,1980,0.0,3.1,82.4
665,Kansas,20,1980,1.6,3.1,82.4
666,Kentucky,21,1980,2.15,3.1,82.4
667,Louisiana,22,1980,0.0,3.1,82.4
668,Maine,23,1980,3.1,3.1,82.4
669,Maryland,24,1980,3.1,3.1,82.4
670,Massachusetts,25,1980,3.1,3.1,82.4
671,Michigan,26,1980,3.1,3.1,82.4
672,Minnesota,27,1980,2.9,3.1,82.4
673,Mississippi,28,1980,0.0,3.1,82.4
674,Missouri,29,1980,0.0,3.1,82.4
675,Montana,30,1980,2.0,3.1,82.4
676,Nebraska,31,1980,1.6,3.1,82.4
677,Nevada,32,1980,2.75,3.1,82.4
678,New Hampshire,33,1980,3.1,3.1,82.4
679,New Jersey,34,1980,3.1,3.1,82.4
680,New Mexico,35,1980,2.65,3.1,82.4
681,New York,36,1980,3.1,3.1,82.4
682,North Carolina,37,1980,2.75,3.1,82.4
683,North Dakota,38,1980,2.6,3.1,82.4
684,Ohio,39,1980,2.3,3.1,82.4
685,Oklahoma,40,1980,2.0,3.1,82.4
686,Oregon,41,1980,2.9,3.1,82.4
687,Pennsylvania,42,1980,3.1,3.1,82.4
688,Puerto Rico,72,1980,1.2,3.1,82.4
689,Rhode Island,44,1980,2.65,3.1,82.4
690,South Carolina,45,1980,0.0,3.1,82.4
691,South Dakota,46,1980,2.3,3.1,82.4
692,Tennessee,47,1980,0.0,3.1,82.4
693,Texas,48,1980,1.4,3.1,82.4
694,U.S. Virgin Islands,78,1980,3.1,3.1,82.4
695,Utah,49,1980,2.35,3.1,82.4
696,Vermont,50,1980,3.1,3.1,82.4
697,Virginia,51,1980,2.35,3.1,82.4
698,Washington,53,1980,2.3,3.1,82.4
699,West Virginia,54,1980,2.2,3.1,82.4
700,Wisconsin,55,1980,3.0,3.1,82.4
701,Wyoming,56,1980,1.6,3.1,82.4
702,Alabama,1,1981,0.0,3.35,90.9
703,Alaska,2,1981,3.85,3.35,90.9
704,Arizona,4,1981,0.0,3.35,90.9
705,Arkansas,5,1981,2.7,3.35,90.9
706,California,6,1981,3.35,3.35,90.9
707,Colorado,8,1981,1.9,3.35,90.9
708,Connecticut,9,1981,3.37,3.35,90.9
709,Delaware,10,1981,2.0,3.35,90.9
710,District of Columbia,11,1981,2.5,3.35,90.9
711,Florida,12,1981,0.0,3.35,90.9
712,Georgia,13,1981,1.25,3.35,90.9
713,Guam,66,1981,3.35,3.35,90.9
714,Hawaii,15,1981,3.1,3.35,90.9
715,Idaho,16,1981,2.3,3.35,90.9
716,Illinois,17,1981,2.3,3.35,90.9
717,Indiana,18,1981,2.0,3.35,90.9
718,Iowa,19,1981,0.0,3.35,90.9
719,Kansas,20,1981,1.6,3.35,90.9
720,Kentucky,21,1981,2.15,3.35,90.9
721,Louisiana,22,1981,0.0,3.35,90.9
722,Maine,23,1981,3.35,3.35,90.9
723,Maryland,24,1981,3.35,3.35,90.9
724,Massachusetts,25,1981,3.35,3.35,90.9
725,Michigan,26,1981,3.35,3.35,90.9
726,Minnesota,27,1981,3.1,3.35,90.9
727,Mississippi,28,1981,0.0,3.35,90.9
728,Missouri,29,1981,0.0,3.35,90.9
729,Montana,30,1981,2.0,3.35,90.9
730,Nebraska,31,1981,1.6,3.35,90.9
731,Nevada,32,1981,2.75,3.35,90.9
732,New Hampshire,33,1981,3.35,3.35,90.9
733,New Jersey,34,1981,3.35,3.35,90.9
734,New Mexico,35,1981,2.9,3.35,90.9
735,New York,36,1981,3.35,3.35,90.9
736,North Carolina,37,1981,2.9,3.35,90.9
737,North Dakota,38,1981,2.8,3.35,90.9
738,Ohio,39,1981,2.3,3.35,90.9
739,Oklahoma,40,1981,3.1,3.35,90.9
740,Oregon,41,1981,3.1,3.35,90.9
741,Pennsylvania,42,1981,3.35,3.35,90.9
742,Puerto Rico,72,1981,1.2,3.35,90.9
743,Rhode Island,44,1981,2.9,3.35,90.9
744,South Carolina,45,1981,0.0,3.35,90.9
745,South Dakota,46,1981,2.3,3.35,90.9
746,Tennessee,47,1981,0.0,3.35,90.9
747,Texas,48,1981,1.4,3.35,90.9
748,U.S. Virgin Islands,78,1981,3.35,3.35,90.9
749,Utah,49,1981,2.5,3.35,90.9
750,Vermont,50,1981,3.35,3.35,90.9
751,Virginia,51,1981,2.65,3.35,90.9
752,Washington,53,1981,2.3,3.35,90.9
753,West Virginia,54,1981,2.75,3.35,90.9
754,Wisconsin,55,1981,3.25,3.35,90.9
755,Wyoming,56,1981,1.6,3.35,90.9
756,Alabama,1,1982,0.0,3.35,96.5
757,Alaska,2,1982,3.85,3.35,96.5
758,Arizona,4,1982,0.0,3.35,96.5
759,Arkansas,5,1982,2.7,3.35,96.5
760,California,6,1982,3.35,3.35,96.5
761,Colorado,8,1982,1.9,3.35,96.5
762,Connecticut,9,1982,3.37,3.35,96.5
763,Delaware,10,1982,2.0,3.35,96.5
764,District of Columbia,11,1982,2.5,3.35,96.5
765,Florida,12,1982,0.0,3.35,96.5
766,Georgia,13,1982,1.25,3.35,96.5
767,Guam,66,1982,3.35,3.35,96.5
768,Hawaii,15,1982,3.1,3.35,96.5
769,Idaho,16,1982,2.3,3.35,96.5
770,Illinois,17,1982,2.3,3.35,96.5
771,Indiana,18,1982,2.0,3.35,96.5
772,Iowa,19,1982,0.0,3.35,96.5
773,Kansas,20,1982,1.6,3.35,96.5
774,Kentucky,21,1982,2.15,3.35,96.5
775,Louisiana,22,1982,0.0,3.35,96.5
776,Maine,23,1982,3.35,3.35,96.5
777,Maryland,24,1982,3.35,3.35,96.5
778,Massachusetts,25,1982,3.35,3.35,96.5
779,Michigan,26,1982,3.35,3.35,96.5
780,Minnesota,27,1982,3.1,3.35,96.5
781,Mississippi,28,1982,0.0,3.35,96.5
782,Missouri,29,1982,0.0,3.35,96.5
783,Montana,30,1982,2.0,3.35,96.5
784,Nebraska,31,1982,1.6,3.35,96.5
785,Nevada,32,1982,2.75,3.35,96.5
786,New Hampshire,33,1982,3.35,3.35,96.5
787,New Jersey,34,1982,3.35,3.35,96.5
788,New Mexico,35,1982,2.9,3.35,96.5
789,New York,36,1982,3.35,3.35,96.5
790,North Carolina,37,1982,2.9,3.35,96.5
791,North Dakota,38,1982,2.8,3.35,96.5
792,Ohio,39,1982,2.3,3.35,96.5
793,Oklahoma,40,1982,3.1,3.35,96.5
794,Oregon,41,1982,3.1,3.35,96.5
795,Pennsylvania,42,1982,3.35,3.35,96.5
796,Puerto Rico,72,1982,1.2,3.35,96.5
797,Rhode Island,44,1982,2.9,3.35,96.5
798,South Carolina,45,1982,0.0,3.35,96.5
799,South Dakota,46,1982,2.3,3.35,96.5
800,Tennessee,47,1982,0.0,3.35,96.5
801,Texas,48,1982,1.4,3.35,96.5
802,U.S. Virgin Islands,78,1982,3.35,3.35,96.5
803,Utah,49,1982,2.5,3.35,96.5
804,Vermont,50,1982,3.35,3.35,96.5
805,Virginia,51,1982,2.65,3.35,96.5
806,Washington,53,1982,2.3,3.35,96.5
807,West Virginia,54,1982,2.75,3.35,96.5
808,Wisconsin,55,1982,3.25,3.35,96.5
809,Wyoming,56,1982,1.6,3.35,96.5
810,Alabama,1,1983,0.0,3.35,99.6
811,Alaska,2,1983,3.85,3.35,99.6
812,Arizona,4,1983,0.0,3.35,99.6
813,Arkansas,5,1983,2.7,3.35,99.6
814,California,6,1983,3.35,3.35,99.6
815,Colorado,8,1983,1.9,3.35,99.6
816,Connecticut,9,1983,3.37,3.35,99.6
817,Delaware,10,1983,2.0,3.35,99.6
818,District of Columbia,11,1983,2.5,3.35,99.6
819,Florida,12,1983,0.0,3.35,99.6
820,Georgia,13,1983,1.25,3.35,99.6
821,Guam,66,1983,3.35,3.35,99.6
822,Hawaii,15,1983,3.1,3.35,99.6
823,Idaho,16,1983,2.3,3.35,99.6
824,Illinois,17,1983,2.3,3.35,99.6
825,Indiana,18,1983,2.0,3.35,99.6
826,Iowa,19,1983,0.0,3.35,99.6
827,Kansas,20,1983,1.6,3.35,99.6
828,Kentucky,21,1983,2.15,3.35,99.6
829,Louisiana,22,1983,0.0,3.35,99.6
830,Maine,23,1983,3.35,3.35,99.6
831,Maryland,24,1983,3.35,3.35,99.6
832,Massachusetts,25,1983,3.35,3.35,99.6
833,Michigan,26,1983,3.35,3.35,99.6
834,Minnesota,27,1983,3.1,3.35,99.6
835,Mississippi,28,1983,0.0,3.35,99.6
836,Missouri,29,1983,0.0,3.35,99.6
837,Montana,30,1983,2.0,3.35,99.6
838,Nebraska,31,1983,1.6,3.35,99.6
839,Nevada,32,1983,2.75,3.35,99.6
840,New Hampshire,33,1983,3.35,3.35,99.6
841,New Jersey,34,1983,3.35,3.35,99.6
842,New Mexico,35,1983,2.9,3.35,99.6
843,New York,36,1983,3.35,3.35,99.6
844,North Carolina,37,1983,2.9,3.35,99.6
845,North Dakota,38,1983,2.8,3.35,99.6
846,Ohio,39,1983,2.3,3.35,99.6
847,Oklahoma,40,1983,3.1,3.35,99.6
848,Oregon,41,1983,3.1,3.35,99.6
849,Pennsylvania,42,1983,3.35,3.35,99.6
850,Puerto Rico,72,1983,1.2,3.35,99.6
851,Rhode Island,44,1983,2.9,3.35,99.6
852,South Carolina,45,1983,0.0,3.35,99.6
853,South Dakota,46,1983,2.3,3.35,99.6
854,Tennessee,47,1983,0.0,3.35,99.6
855,Texas,48,1983,1.4,3.35,99.6
856,U.S. Virgin Islands,78,1983,3.35,3.35,99.6
857,Utah,49,1983,2.5,3.35,99.6
858,Vermont,50,1983,3.35,3.35,99.6
859,Virginia,51,1983,2.65,3.35,99.6
860,Washington,53,1983,2.3,3.35,99.6
861,West Virginia,54,1983,2.75,3.35,99.6
862,Wisconsin,55,1983,3.25,3.35,99.6
863,Wyoming,56,1983,1.6,3.35,99.6
864,Alabama,1,1984,0.0,3.35,103.9
865,Alaska,2,1984,3.85,3.35,103.9
866,Arizona,4,1984,0.0,3.35,103.9
867,Arkansas,5,1984,2.7,3.35,103.9
868,California,6,1984,3.35,3.35,103.9
869,Colorado,8,1984,1.9,3.35,103.9
870,Connecticut,9,1984,3.37,3.35,103.9
871,Delaware,10,1984,2.0,3.35,103.9
872,District of Columbia,11,1984,2.5,3.35,103.9
873,Florida,12,1984,0.0,3.35,103.9
874,Georgia,13,1984,1.25,3.35,103.9
875,Guam,66,1984,3.35,3.35,103.9
876,Hawaii,15,1984,3.1,3.35,103.9
877,Idaho,16,1984,2.3,3.35,103.9
878,Illinois,17,1984,2.3,3.35,103.9
879,Indiana,18,1984,2.0,3.35,103.9
880,Iowa,19,1984,0.0,3.35,103.9
881,Kansas,20,1984,1.6,3.35,103.9
882,Kentucky,21,1984,2.15,3.35,103.9
883,Louisiana,22,1984,0.0,3.35,103.9
884,Maine,23,1984,3.35,3.35,103.9
885,Maryland,24,1984,3.35,3.35,103.9
886,Massachusetts,25,1984,3.35,3.35,103.9
887,Michigan,26,1984,3.35,3.35,103.9
888,Minnesota,27,1984,3.1,3.35,103.9
889,Mississippi,28,1984,0.0,3.35,103.9
890,Missouri,29,1984,0.0,3.35,103.9
891,Montana,30,1984,2.0,3.35,103.9
892,Nebraska,31,1984,1.6,3.35,103.9
893,Nevada,32,1984,2.75,3.35,103.9
894,New Hampshire,33,1984,3.35,3.35,103.9
895,New Jersey,34,1984,3.35,3.35,103.9
896,New Mexico,35,1984,2.9,3.35,103.9
897,New York,36,1984,3.35,3.35,103.9
898,North Carolina,37,1984,2.9,3.35,103.9
899,North Dakota,38,1984,2.8,3.35,103.9
900,Ohio,39,1984,2.3,3.35,103.9
901,Oklahoma,40,1984,3.1,3.35,103.9
902,Oregon,41,1984,3.1,3.35,103.9
903,Pennsylvania,42,1984,3.35,3.35,103.9
904,Puerto Rico,72,1984,1.2,3.35,103.9
905,Rhode Island,44,1984,2.9,3.35,103.9
906,South Carolina,45,1984,0.0,3.35,103.9
907,South Dakota,46,1984,2.3,3.35,103.9
908,Tennessee,47,1984,0.0,3.35,103.9
909,Texas,48,1984,1.4,3.35,103.9
910,U.S. Virgin Islands,78,1984,3.35,3.35,103.9
911,Utah,49,1984,2.5,3.35,103.9
912,Vermont,50,1984,3.35,3.35,103.9
913,Virginia,51,1984,2.65,3.35,103.9
914,Washington,53,1984,2.3,3.35,103.9
915,West Virginia,54,1984,2.75,3.35,103.9
916,Wisconsin,55,1984,3.25,3.35,103.9
917,Wyoming,56,1984,1.6,3.35,103.9
918,Alabama,1,1985,0.0,3.35,107.6
919,Alaska,2,1985,3.85,3.35,107.6
920,Arizona,4,1985,0.0,3.35,107.6
921,Arkansas,5,1985,2.7,3.35,107.6
922,California,6,1985,3.35,3.35,107.6
923,Colorado,8,1985,1.9,3.35,107.6
924,Connecticut,9,1985,3.37,3.35,107.6
925,Delaware,10,1985,2.0,3.35,107.6
926,District of Columbia,11,1985,2.5,3.35,107.6
927,Florida,12,1985,0.0,3.35,107.6
928,Georgia,13,1985,1.25,3.35,107.6
929,Guam,66,1985,3.35,3.35,107.6
930,Hawaii,15,1985,3.1,3.35,107.6
931,Idaho,16,1985,2.3,3.35,107.6
932,Illinois,17,1985,2.3,3.35,107.6
933,Indiana,18,1985,2.0,3.35,107.6
934,Iowa,19,1985,0.0,3.35,107.6
935,Kansas,20,1985,1.6,3.35,107.6
936,Kentucky,21,1985,2.15,3.35,107.6
937,Louisiana,22,1985,0.0,3.35,107.6
938,Maine,23,1985,3.35,3.35,107.6
939,Maryland,24,1985,3.35,3.35,107.6
940,Massachusetts,25,1985,3.35,3.35,107.6
941,Michigan,26,1985,3.35,3.35,107.6
942,Minnesota,27,1985,3.1,3.35,107.6
943,Mississippi,28,1985,0.0,3.35,107.6
944,Missouri,29,1985,0.0,3.35,107.6
945,Montana,30,1985,2.0,3.35,107.6
946,Nebraska,31,1985,1.6,3.35,107.6
947,Nevada,32,1985,2.75,3.35,107.6
948,New Hampshire,33,1985,3.35,3.35,107.6
949,New Jersey,34,1985,3.35,3.35,107.6
950,New Mexico,35,1985,2.9,3.35,107.6
951,New York,36,1985,3.35,3.35,107.6
952,North Carolina,37,1985,2.9,3.35,107.6
953,North Dakota,38,1985,2.8,3.35,107.6
954,Ohio,39,1985,2.3,3.35,107.6
955,Oklahoma,40,1985,3.1,3.35,107.6
956,Oregon,41,1985,3.1,3.35,107.6
957,Pennsylvania,42,1985,3.35,3.35,107.6
958,Puerto Rico,72,1985,1.2,3.35,107.6
959,Rhode Island,44,1985,2.9,3.35,107.6
960,South Carolina,45,1985,0.0,3.35,107.6
961,South Dakota,46,1985,2.3,3.35,107.6
962,Tennessee,47,1985,0.0,3.35,107.6
963,Texas,48,1985,1.4,3.35,107.6
964,U.S. Virgin Islands,78,1985,3.35,3.35,107.6
965,Utah,49,1985,2.5,3.35,107.6
966,Vermont,50,1985,3.35,3.35,107.6
967,Virginia,51,1985,2.65,3.35,107.6
968,Washington,53,1985,2.3,3.35,107.6
969,West Virginia,54,1985,2.75,3.35,107.6
970,Wisconsin,55,1985,3.25,3.35,107.6
971,Wyoming,56,1985,1.6,3.35,107.6
972,Alabama,1,1986,0.0,3.35,109.6
973,Alaska,2,1986,3.85,3.35,109.6
974,Arizona,4,1986,0.0,3.35,109.6
975,Arkansas,5,1986,2.7,3.35,109.6
976,California,6,1986,3.35,3.35,109.6
977,Colorado,8,1986,1.9,3.35,109.6
978,Connecticut,9,1986,3.37,3.35,109.6
979,Delaware,10,1986,2.0,3.35,109.6
980,District of Columbia,11,1986,2.5,3.35,109.6
981,Florida,12,1986,0.0,3.35,109.6
982,Georgia,13,1986,1.25,3.35,109.6
983,Guam,66,1986,3.35,3.35,109.6
984,Hawaii,15,1986,3.1,3.35,109.6
985,Idaho,16,1986,2.3,3.35,109.6
986,Illinois,17,1986,2.3,3.35,109.6
987,Indiana,18,1986,2.0,3.35,109.6
988,Iowa,19,1986,0.0,3.35,109.6
989,Kansas,20,1986,1.6,3.35,109.6
990,Kentucky,21,1986,2.15,3.35,109.6
991,Louisiana,22,1986,0.0,3.35,109.6
992,Maine,23,1986,3.35,3.35,109.6
993,Maryland,24,1986,3.35,3.35,109.6
994,Massachusetts,25,1986,3.35,3.35,109.6
995,Michigan,26,1986,3.35,3.35,109.6
996,Minnesota,27,1986,3.1,3.35,109.6
997,Mississippi,28,1986,0.0,3.35,109.6
998,Missouri,29,1986,0.0,3.35,109.6
999,Montana,30,1986,2.0,3.35,109.6
1000,Nebraska,31,1986,1.6,3.35,109.6
1001,Nevada,32,1986,2.75,3.35,109.6
1002,New Hampshire,33,1986,3.35,3.35,109.6
1003,New Jersey,34,1986,3.35,3.35,109.6
1004,New Mexico,35,1986,2.9,3.35,109.6
1005,New York,36,1986,3.35,3.35,109.6
1006,North Carolina,37,1986,2.9,3.35,109.6
1007,North Dakota,38,1986,2.8,3.35,109.6
1008,Ohio,39,1986,2.3,3.35,109.6
1009,Oklahoma,40,1986,3.1,3.35,109.6
1010,Oregon,41,1986,3.1,3.35,109.6
1011,Pennsylvania,42,1986,3.35,3.35,109.6
1012,Puerto Rico,72,1986,1.2,3.35,109.6
1013,Rhode Island,44,1986,2.9,3.35,109.6
1014,South Carolina,45,1986,0.0,3.35,109.6
1015,South Dakota,46,1986,2.3,3.35,109.6
1016,Tennessee,47,1986,0.0,3.35,109.6
1017,Texas,48,1986,1.4,3.35,109.6
1018,U.S. Virgin Islands,78,1986,3.35,3.35,109.6
1019,Utah,49,1986,2.5,3.35,109.6
1020,Vermont,50,1986,3.35,3.35,109.6
1021,Virginia,51,1986,2.65,3.35,109.6
1022,Washington,53,1986,2.3,3.35,109.6
1023,West Virginia,54,1986,2.75,3.35,109.6
1024,Wisconsin,55,1986,3.25,3.35,109.6
1025,Wyoming,56,1986,1.6,3.35,109.6
1026,Alabama,1,1987,0.0,3.35,113.6
1027,Alaska,2,1987,3.85,3.35,113.6
1028,Arizona,4,1987,0.0,3.35,113.6
1029,Arkansas,5,1987,2.7,3.35,113.6
1030,California,6,1987,3.35,3.35,113.6
1031,Colorado,8,1987,1.9,3.35,113.6
1032,Connecticut,9,1987,3.37,3.35,113.6
1033,Delaware,10,1987,2.0,3.35,113.6
1034,District of Columbia,11,1987,2.5,3.35,113.6
1035,Florida,12,1987,0.0,3.35,113.6
1036,Georgia,13,1987,1.25,3.35,113.6
1037,Guam,66,1987,3.35,3.35,113.6
1038,Hawaii,15,1987,3.1,3.35,113.6
1039,Idaho,16,1987,2.3,3.35,113.6
1040,Illinois,17,1987,2.3,3.35,113.6
1041,Indiana,18,1987,2.0,3.35,113.6
1042,Iowa,19,1987,0.0,3.35,113.6
1043,Kansas,20,1987,1.6,3.35,113.6
1044,Kentucky,21,1987,2.15,3.35,113.6
1045,Louisiana,22,1987,0.0,3.35,113.6
1046,Maine,23,1987,3.35,3.35,113.6
1047,Maryland,24,1987,3.35,3.35,113.6
1048,Massachusetts,25,1987,3.35,3.35,113.6
1049,Michigan,26,1987,3.35,3.35,113.6
1050,Minnesota,27,1987,3.1,3.35,113.6
1051,Mississippi,28,1987,0.0,3.35,113.6
1052,Missouri,29,1987,0.0,3.35,113.6
1053,Montana,30,1987,2.0,3.35,113.6
1054,Nebraska,31,1987,1.6,3.35,113.6
1055,Nevada,32,1987,2.75,3.35,113.6
1056,New Hampshire,33,1987,3.35,3.35,113.6
1057,New Jersey,34,1987,3.35,3.35,113.6
1058,New Mexico,35,1987,2.9,3.35,113.6
1059,New York,36,1987,3.35,3.35,113.6
1060,North Carolina,37,1987,2.9,3.35,113.6
1061,North Dakota,38,1987,2.8,3.35,113.6
1062,Ohio,39,1987,2.3,3.35,113.6
1063,Oklahoma,40,1987,3.1,3.35,113.6
1064,Oregon,41,1987,3.1,3.35,113.6
1065,Pennsylvania,42,1987,3.35,3.35,113.6
1066,Puerto Rico,72,1987,1.2,3.35,113.6
1067,Rhode Island,44,1987,2.9,3.35,113.6
1068,South Carolina,45,1987,0.0,3.35,113.6
1069,South Dakota,46,1987,2.3,3.35,113.6
1070,Tennessee,47,1987,0.0,3.35,113.6
1071,Texas,48,1987,1.4,3.35,113.6
1072,U.S. Virgin Islands,78,1987,3.35,3.35,113.6
1073,Utah,49,1987,2.5,3.35,113.6
1074,Vermont,50,1987,3.35,3.35,113.6
1075,Virginia,51,1987,2.65,3.35,113.6
1076,Washington,53,1987,2.3,3.35,113.6
1077,West Virginia,54,1987,2.75,3.35,113.6
1078,Wisconsin,55,1987,3.25,3.35,113.6
1079,Wyoming,56,1987,1.6,3.35,113.6
1080,Alabama,1,1988,0.0,3.35,118.3
1081,Alaska,2,1988,3.85,3.35,118.3
1082,Arizona,4,1988,0.0,3.35,118.3
1083,Arkansas,5,1988,3.25,3.35,118.3
1084,California,6,1988,3.35,3.35,118.3
1085,Colorado,8,1988,3.0,3.35,118.3
1086,Connecticut,9,1988,3.75,3.35,118.3
1087,Delaware,10,1988,3.35,3.35,118.3
1088,District of Columbia,11,1988,3.5,3.35,118.3
1089,Florida,12,1988,0.0,3.35,118.3
1090,Georgia,13,1988,3.25,3.35,118.3
1091,Guam,66,1988,3.35,3.35,118.3
1092,Hawaii,15,1988,3.85,3.35,118.3
1093,Idaho,16,1988,2.3,3.35,118.3
1094,Illinois,17,1988,3.35,3.35,118.3
1095,Indiana,18,1988,2.0,3.35,118.3
1096,Iowa,19,1988,0.0,3.35,118.3
1097,Kansas,20,1988,1.6,3.35,118.3
1098,Kentucky,21,1988,3.35,3.35,118.3
1099,Louisiana,22,1988,0.0,3.35,118.3
1100,Maine,23,1988,3.65,3.35,118.3
1101,Maryland,24,1988,3.35,3.35,118.3
1102,Massachusetts,25,1988,3.65,3.35,118.3
1103,Michigan,26,1988,3.35,3.35,118.3
1104,Minnesota,27,1988,3.55,3.35,118.3
1105,Mississippi,28,1988,0.0,3.35,118.3
1106,Missouri,29,1988,0.0,3.35,118.3
1107,Montana,30,1988,3.35,3.35,118.3
1108,Nebraska,31,1988,3.35,3.35,118.3
1109,Nevada,32,1988,3.35,3.35,118.3
1110,New Hampshire,33,1988,3.55,3.35,118.3
1111,New Jersey,34,1988,3.35,3.35,118.3
1112,New Mexico,35,1988,3.35,3.35,118.3
1113,New York,36,1988,3.35,3.35,118.3
1114,North Carolina,37,1988,3.35,3.35,118.3
1115,North Dakota,38,1988,2.8,3.35,118.3
1116,Ohio,39,1988,2.3,3.35,118.3
1117,Oklahoma,40,1988,3.35,3.35,118.3
1118,Oregon,41,1988,3.35,3.35,118.3
1119,Pennsylvania,42,1988,3.35,3.35,118.3
1120,Puerto Rico,72,1988,1.2,3.35,118.3
1121,Rhode Island,44,1988,3.65,3.35,118.3
1122,South Carolina,45,1988,0.0,3.35,118.3
1123,South Dakota,46,1988,2.8,3.35,118.3
1124,Tennessee,47,1988,0.0,3.35,118.3
1125,Texas,48,1988,3.35,3.35,118.3
1126,U.S. Virgin Islands,78,1988,3.35,3.35,118.3
1127,Utah,49,1988,2.5,3.35,118.3
1128,Vermont,50,1988,3.55,3.35,118.3
1129,Virginia,51,1988,2.65,3.35,118.3
