,State,id,Year,Federal_Minimum_Wage,Federal_Minimum_Wage_2022_Dollars,Effective_Minimum_Wage,Effective_Minimum_Wage_2022_Dollars,CPI_Average
0,Alabama,1,1968,1.15,9.53,1.15,9.53,34.8
1,Alaska,2,1968,1.15,9.53,2.1,17.4,34.8
2,Arizona,4,1968,1.15,9.53,1.15,9.53,34.8
3,Arkansas,5,1968,1.15,9.53,1.15,9.53,34.8
4,California,6,1968,1.15,9.53,1.65,13.67,34.8
5,Colorado,8,1968,1.15,9.53,1.15,9.53,34.8
6,Connecticut,9,1968,1.15,9.53,1.4,11.6,34.8
7,Delaware,10,1968,1.15,9.53,1.25,10.36,34.8
8,District of Columbia,11,1968,1.15,9.53,1.25,10.36,34.8
9,Florida,12,1968,1.15,9.53,1.15,9.53,34.8
10,Georgia,13,1968,1.15,9.53,1.15,9.53,34.8
11,Guam,66,1968,1.15,9.53,1.25,10.36,34.8
12,Hawaii,15,1968,1.15,9.53,1.25,10.36,34.8
13,Idaho,16,1968,1.15,9.53,1.15,9.53,34.8
14,Illinois,17,1968,1.15,9.53,1.15,9.53,34.8
15,Indiana,18,1968,1.15,9.53,1.15,9.53,34.8
16,Iowa,19,1968,1.15,9.53,1.15,9.53,34.8
17,Kansas,20,1968,1.15,9.53,1.15,9.53,34.8
18,Kentucky,21,1968,1.15,9.53,1.15,9.53,34.8
19,Louisiana,22,1968,1.15,9.53,1.15,9.53,34.8
20,Maine,23,1968,1.15,9.53,1.4,11.6,34.8
21,Maryland,24,1968,1.15,9.53,1.15,9.53,34.8
22,Massachusetts,25,1968,1.15,9.53,1.6,13.26,34.8
23,Michigan,26,1968,1.15,9.53,1.25,10.36,34.8
24,Minnesota,27,1968,1.15,9.53,1.15,9.53,34.8
25,Mississippi,28,1968,1.15,9.53,1.15,9.53,34.8
26,Missouri,29,1968,1.15,9.53,1.15,9.53,34.8
27,Montana,30,1968,1.15,9.53,1.15,9.53,34.8
28,Nebraska,31,1968,1.15,9.53,1.15,9.53,34.8
29,Nevada,32,1968,1.15,9.53,1.25,10.36,34.8
30,New Hampshire,33,1968,1.15,9.53,1.4,11.6,34.8
31,New Jersey,34,1968,1.15,9.53,1.4,11.6,34.8
32,New Mexico,35,1968,1.15,9.53,1.15,9.53,34.8
33,New York,36,1968,1.15,9.53,1.6,13.26,34.8
34,North Carolina,37,1968,1.15,9.53,1.15,9.53,34.8
35,North Dakota,38,1968,1.15,9.53,1.15,9.53,34.8
36,Ohio,39,1968,1.15,9.53,1.15,9.53,34.8
37,Oklahoma,40,1968,1.15,9.53,1.15,9.53,34.8
38,Oregon,41,1968,1.15,9.53,1.25,10.36,34.8
39,Pennsylvania,42,1968,1.15,9.53,1.15,9.53,34.8
40,Puerto Rico,72,1968,1.15,9.53,1.15,9.53,34.8
41,Rhode Island,44,1968,1.15,9.53,1.4,11.6,34.8
42,South Carolina,45,1968,1.15,9.53,1.15,9.53,34.8
43,South Dakota,46,1968,1.15,9.53,1.15,9.53,34.8
44,Tennessee,47,1968,1.15,9.53,1.15,9.53,34.8
45,Texas,48,1968,1.15,9.53,1.15,9.53,34.8
46,U.S. Virgin Islands,78,1968,1.15,9.53,1.15,9.53,34.8
47,Utah,49,1968,1.15,9.53,1.15,9.53,34.8
48,Vermont,50,1968,1.15,9.53,1.4,11.6,34.8
49,Virginia,51,1968,1.15,9.53,1.15,9.53,34.8
50,Washington,53,1968,1.15,9.53,1.6,13.26,34.8
51,West Virginia,54,1968,1.15,9.53,1.15,9.53,34.8
52,Wisconsin,55,1968,1.15,9.53,1.25,10.36,34.8
53,Wyoming,56,1968,1.15,9.53,1.2,9.94,34.8
54,Alabama,1,1969,1.15,9.04,1.15,9.04,36.7
55,Alaska,2,1969,1.15,9.04,2.1,16.5,36.7
56,Arizona,4,1969,1.15,9.04,1.15,9.04,36.7
57,Arkansas,5,1969,1.15,9.04,1.15,9.04,36.7
58,California,6,1969,1.15,9.04,1.65,12.96,36.7
59,Colorado,8,1969,1.15,9.04,1.15,9.04,36.7
60,Connecticut,9,1969,1.15,9.04,1.4,11.0,36.7
61,Delaware,10,1969,1.15,9.04,1.25,9.82,36.7
62,District of Columbia,11,1969,1.15,9.04,1.25,9.82,36.7
63,Florida,12,1969,1.15,9.04,1.15,9.04,36.7
64,Georgia,13,1969,1.15,9.04,1.15,9.04,36.7
65,Guam,66,1969,1.15,9.04,1.25,9.82,36.7
66,Hawaii,15,1969,1.15,9.04,1.25,9.82,36.7
67,Idaho,16,1969,1.15,9.04,1.15,9.04,36.7
68,Illinois,17,1969,1.15,9.04,1.15,9.04,36.7
69,Indiana,18,1969,1.15,9.04,1.15,9.04,36.7
70,Iowa,19,1969,1.15,9.04,1.15,9.04,36.7
71,Kansas,20,1969,1.15,9.04,1.15,9.04,36.7
72,Kentucky,21,1969,1.15,9.04,1.15,9.04,36.7
73,Louisiana,22,1969,1.15,9.04,1.15,9.04,36.7
74,Maine,23,1969,1.15,9.04,1.4,11.0,36.7
75,Maryland,24,1969,1.15,9.04,1.15,9.04,36.7
76,Massachusetts,25,1969,1.15,9.04,1.6,12.57,36.7
77,Michigan,26,1969,1.15,9.04,1.25,9.82,36.7
78,Minnesota,27,1969,1.15,9.04,1.15,9.04,36.7
79,Mississippi,28,1969,1.15,9.04,1.15,9.04,36.7
80,Missouri,29,1969,1.15,9.04,1.15,9.04,36.7
81,Montana,30,1969,1.15,9.04,1.15,9.04,36.7
82,Nebraska,31,1969,1.15,9.04,1.15,9.04,36.7
83,Nevada,32,1969,1.15,9.04,1.25,9.82,36.7
84,New Hampshire,33,1969,1.15,9.04,1.4,11.0,36.7
85,New Jersey,34,1969,1.15,9.04,1.4,11.0,36.7
86,New Mexico,35,1969,1.15,9.04,1.15,9.04,36.7
87,New York,36,1969,1.15,9.04,1.6,12.57,36.7
88,North Carolina,37,1969,1.15,9.04,1.15,9.04,36.7
89,North Dakota,38,1969,1.15,9.04,1.15,9.04,36.7
90,Ohio,39,1969,1.15,9.04,1.15,9.04,36.7
91,Oklahoma,40,1969,1.15,9.04,1.15,9.04,36.7
92,Oregon,41,1969,1.15,9.04,1.25,9.82,36.7
93,Pennsylvania,42,1969,1.15,9.04,1.15,9.04,36.7
94,Puerto Rico,72,1969,1.15,9.04,1.15,9.04,36.7
95,Rhode Island,44,1969,1.15,9.04,1.4,11.0,36.7
96,South Carolina,45,1969,1.15,9.04,1.15,9.04,36.7
97,South Dakota,46,1969,1.15,9.04,1.15,9.04,36.7
98,Tennessee,47,1969,1.15,9.04,1.15,9.04,36.7
99,Texas,48,1969,1.15,9.04,1.15,9.04,36.7
100,U.S. Virgin Islands,78,1969,1.15,9.04,1.15,9.04,36.7
101,Utah,49,1969,1.15,9.04,1.15,9.04,36.7
102,Vermont,50,1969,1.15,9.04,1.4,11.0,36.7
103,Virginia,51,1969,1.15,9.04,1.15,9.04,36.7
104,Washington,53,1969,1.15,9.04,1.6,12.57,36.7
105,West Virginia,54,1969,1.15,9.04,1.15,9.04,36.7
106,Wisconsin,55,1969,1.15,9.04,1.25,9.82,36.7
107,Wyoming,56,1969,1.15,9.04,1.2,9.43,36.7
108,Alabama,1,1970,1.3,9.66,1.3,9.66,38.8
109,Alaska,2,1970,1.3,9.66,2.1,15.61,38.8
110,Arizona,4,1970,1.3,9.66,1.3,9.66,38.8
111,Arkansas,5,1970,1.3,9.66,1.3,9.66,38.8
112,California,6,1970,1.3,9.66,1.65,12.26,38.8
113,Colorado,8,1970,1.3,9.66,1.3,9.66,38.8
114,Connecticut,9,1970,1.3,9.66,1.6,11.89,38.8
115,Delaware,10,1970,1.3,9.66,1.3,9.66,38.8
116,District of Columbia,11,1970,1.3,9.66,1.6,11.89,38.8
117,Florida,12,1970,1.3,9.66,1.3,9.66,38.8
118,Georgia,13,1970,1.3,9.66,1.3,9.66,38.8
119,Guam,66,1970,1.3,9.66,1.6,11.89,38.8
120,Hawaii,15,1970,1.3,9.66,1.6,11.89,38.8
121,Idaho,16,1970,1.3,9.66,1.3,9.66,38.8
122,Illinois,17,1970,1.3,9.66,1.3,9.66,38.8
123,Indiana,18,1970,1.3,9.66,1.3,9.66,38.8
124,Iowa,19,1970,1.3,9.66,1.3,9.66,38.8
125,Kansas,20,1970,1.3,9.66,1.3,9.66,38.8
126,Kentucky,21,1970,1.3,9.66,1.3,9.66,38.8
127,Louisiana,22,1970,1.3,9.66,1.3,9.66,38.8
128,Maine,23,1970,1.3,9.66,1.6,11.89,38.8
129,Maryland,24,1970,1.3,9.66,1.3,9.66,38.8
130,Massachusetts,25,1970,1.3,9.66,1.6,11.89,38.8
131,Michigan,26,1970,1.3,9.66,1.3,9.66,38.8
132,Minnesota,27,1970,1.3,9.66,1.3,9.66,38.8
133,Mississippi,28,1970,1.3,9.66,1.3,9.66,38.8
134,Missouri,29,1970,1.3,9.66,1.3,9.66,38.8
135,Montana,30,1970,1.3,9.66,1.3,9.66,38.8
136,Nebraska,31,1970,1.3,9.66,1.3,9.66,38.8
137,Nevada,32,1970,1.3,9.66,1.3,9.66,38.8
138,New Hampshire,33,1970,1.3,9.66,1.45,10.78,38.8
139,New Jersey,34,1970,1.3,9.66,1.5,11.15,38.8
140,New Mexico,35,1970,1.3,9.66,1.3,9.66,38.8
141,New York,36,1970,1.3,9.66,1.6,11.89,38.8
142,North Carolina,37,1970,1.3,9.66,1.3,9.66,38.8
143,North Dakota,38,1970,1.3,9.66,1.3,9.66,38.8
144,Ohio,39,1970,1.3,9.66,1.3,9.66,38.8
145,Oklahoma,40,1970,1.3,9.66,1.3,9.66,38.8
146,Oregon,41,1970,1.3,9.66,1.3,9.66,38.8
147,Pennsylvania,42,1970,1.3,9.66,1.3,9.66,38.8
148,Puerto Rico,72,1970,1.3,9.66,1.3,9.66,38.8
149,Rhode Island,44,1970,1.3,9.66,1.6,11.89,38.8
150,South Carolina,45,1970,1.3,9.66,1.3,9.66,38.8
151,South Dakota,46,1970,1.3,9.66,1.3,9.66,38.8
152,Tennessee,47,1970,1.3,9.66,1.3,9.66,38.8
153,Texas,48,1970,1.3,9.66,1.3,9.66,38.8
154,U.S. Virgin Islands,78,1970,1.3,9.66,1.3,9.66,38.8
155,Utah,49,1970,1.3,9.66,1.3,9.66,38.8
156,Vermont,50,1970,1.3,9.66,1.6,11.89,38.8
157,Virginia,51,1970,1.3,9.66,1.3,9.66,38.8
158,Washington,53,1970,1.3,9.66,1.6,11.89,38.8
159,West Virginia,54,1970,1.3,9.66,1.3,9.66,38.8
160,Wisconsin,55,1970,1.3,9.66,1.3,9.66,38.8
161,Wyoming,56,1970,1.3,9.66,1.3,9.66,38.8
162,Alabama,1,1971,1.3,9.26,1.3,9.26,40.5
163,Alaska,2,1971,1.3,9.26,2.1,14.95,40.5
164,Arizona,4,1971,1.3,9.26,1.3,9.26,40.5
165,Arkansas,5,1971,1.3,9.26,1.3,9.26,40.5
166,California,6,1971,1.3,9.26,1.65,11.75,40.5
167,Colorado,8,1971,1.3,9.26,1.3,9.26,40.5
168,Connecticut,9,1971,1.3,9.26,1.6,11.39,40.5
169,Delaware,10,1971,1.3,9.26,1.3,9.26,40.5
170,District of Columbia,11,1971,1.3,9.26,1.6,11.39,40.5
171,Florida,12,1971,1.3,9.26,1.3,9.26,40.5
172,Georgia,13,1971,1.3,9.26,1.3,9.26,40.5
173,Guam,66,1971,1.3,9.26,1.6,11.39,40.5
174,Hawaii,15,1971,1.3,9.26,1.6,11.39,40.5
175,Idaho,16,1971,1.3,9.26,1.3,9.26,40.5
176,Illinois,17,1971,1.3,9.26,1.3,9.26,40.5
177,Indiana,18,1971,1.3,9.26,1.3,9.26,40.5
178,Iowa,19,1971,1.3,9.26,1.3,9.26,40.5
179,Kansas,20,1971,1.3,9.26,1.3,9.26,40.5
180,Kentucky,21,1971,1.3,9.26,1.3,9.26,40.5
181,Louisiana,22,1971,1.3,9.26,1.3,9.26,40.5
182,Maine,23,1971,1.3,9.26,1.6,11.39,40.5
183,Maryland,24,1971,1.3,9.26,1.3,9.26,40.5
184,Massachusetts,25,1971,1.3,9.26,1.6,11.39,40.5
185,Michigan,26,1971,1.3,9.26,1.3,9.26,40.5
186,Minnesota,27,1971,1.3,9.26,1.3,9.26,40.5
187,Mississippi,28,1971,1.3,9.26,1.3,9.26,40.5
188,Missouri,29,1971,1.3,9.26,1.3,9.26,40.5
189,Montana,30,1971,1.3,9.26,1.3,9.26,40.5
190,Nebraska,31,1971,1.3,9.26,1.3,9.26,40.5
191,Nevada,32,1971,1.3,9.26,1.3,9.26,40.5
192,New Hampshire,33,1971,1.3,9.26,1.45,10.32,40.5
193,New Jersey,34,1971,1.3,9.26,1.5,10.68,40.5
194,New Mexico,35,1971,1.3,9.26,1.3,9.26,40.5
195,New York,36,1971,1.3,9.26,1.6,11.39,40.5
196,North Carolina,37,1971,1.3,9.26,1.3,9.26,40.5
197,North Dakota,38,1971,1.3,9.26,1.3,9.26,40.5
198,Ohio,39,1971,1.3,9.26,1.3,9.26,40.5
199,Oklahoma,40,1971,1.3,9.26,1.3,9.26,40.5
200,Oregon,41,1971,1.3,9.26,1.3,9.26,40.5
201,Pennsylvania,42,1971,1.3,9.26,1.3,9.26,40.5
202,Puerto Rico,72,1971,1.3,9.26,1.3,9.26,40.5
203,Rhode Island,44,1971,1.3,9.26,1.6,11.39,40.5
204,South Carolina,45,1971,1.3,9.26,1.3,9.26,40.5
205,South Dakota,46,1971,1.3,9.26,1.3,9.26,40.5
206,Tennessee,47,1971,1.3,9.26,1.3,9.26,40.5
207,Texas,48,1971,1.3,9.26,1.3,9.26,40.5
208,U.S. Virgin Islands,78,1971,1.3,9.26,1.3,9.26,40.5
209,Utah,49,1971,1.3,9.26,1.3,9.26,40.5
210,Vermont,50,1971,1.3,9.26,1.6,11.39,40.5
211,Virginia,51,1971,1.3,9.26,1.3,9.26,40.5
212,Washington,53,1971,1.3,9.26,1.6,11.39,40.5
213,West Virginia,54,1971,1.3,9.26,1.3,9.26,40.5
214,Wisconsin,55,1971,1.3,9.26,1.3,9.26,40.5
215,Wyoming,56,1971,1.3,9.26,1.3,9.26,40.5
216,Alabama,1,1972,1.6,11.04,1.6,11.04,41.8
217,Alaska,2,1972,1.6,11.04,2.1,14.49,41.8
218,Arizona,4,1972,1.6,11.04,1.6,11.04,41.8
219,Arkansas,5,1972,1.6,11.04,1.6,11.04,41.8
220,California,6,1972,1.6,11.04,1.65,11.38,41.8
221,Colorado,8,1972,1.6,11.04,1.6,11.04,41.8
222,Connecticut,9,1972,1.6,11.04,1.85,12.76,41.8
223,Delaware,10,1972,1.6,11.04,1.6,11.04,41.8
224,District of Columbia,11,1972,1.6,11.04,1.6,11.04,41.8
225,Florida,12,1972,1.6,11.04,1.6,11.04,41.8
226,Georgia,13,1972,1.6,11.04,1.6,11.04,41.8
227,Guam,66,1972,1.6,11.04,1.9,13.11,41.8
228,Hawaii,15,1972,1.6,11.04,1.6,11.04,41.8
229,Idaho,16,1972,1.6,11.04,1.6,11.04,41.8
230,Illinois,17,1972,1.6,11.04,1.6,11.04,41.8
231,Indiana,18,1972,1.6,11.04,1.6,11.04,41.8
232,Iowa,19,1972,1.6,11.04,1.6,11.04,41.8
233,Kansas,20,1972,1.6,11.04,1.6,11.04,41.8
234,Kentucky,21,1972,1.6,11.04,1.6,11.04,41.8
235,Louisiana,22,1972,1.6,11.04,1.6,11.04,41.8
236,Maine,23,1972,1.6,11.04,1.6,11.04,41.8
237,Maryland,24,1972,1.6,11.04,1.6,11.04,41.8
238,Massachusetts,25,1972,1.6,11.04,1.75,12.07,41.8
239,Michigan,26,1972,1.6,11.04,1.6,11.04,41.8
240,Minnesota,27,1972,1.6,11.04,1.6,11.04,41.8
241,Mississippi,28,1972,1.6,11.04,1.6,11.04,41.8
242,Missouri,29,1972,1.6,11.04,1.6,11.04,41.8
243,Montana,30,1972,1.6,11.04,1.6,11.04,41.8
244,Nebraska,31,1972,1.6,11.04,1.6,11.04,41.8
245,Nevada,32,1972,1.6,11.04,1.6,11.04,41.8
246,New Hampshire,33,1972,1.6,11.04,1.6,11.04,41.8
247,New Jersey,34,1972,1.6,11.04,1.6,11.04,41.8
248,New Mexico,35,1972,1.6,11.04,1.6,11.04,41.8
249,New York,36,1972,1.6,11.04,1.85,12.76,41.8
250,North Carolina,37,1972,1.6,11.04,1.6,11.04,41.8
251,North Dakota,38,1972,1.6,11.04,1.6,11.04,41.8
252,Ohio,39,1972,1.6,11.04,1.6,11.04,41.8
253,Oklahoma,40,1972,1.6,11.04,1.6,11.04,41.8
254,Oregon,41,1972,1.6,11.04,1.6,11.04,41.8
255,Pennsylvania,42,1972,1.6,11.04,1.6,11.04,41.8
256,Puerto Rico,72,1972,1.6,11.04,1.6,11.04,41.8
257,Rhode Island,44,1972,1.6,11.04,1.6,11.04,41.8
258,South Carolina,45,1972,1.6,11.04,1.6,11.04,41.8
259,South Dakota,46,1972,1.6,11.04,1.6,11.04,41.8
260,Tennessee,47,1972,1.6,11.04,1.6,11.04,41.8
261,Texas,48,1972,1.6,11.04,1.6,11.04,41.8
262,U.S. Virgin Islands,78,1972,1.6,11.04,1.6,11.04,41.8
263,Utah,49,1972,1.6,11.04,1.6,11.04,41.8
264,Vermont,50,1972,1.6,11.04,1.6,11.04,41.8
265,Virginia,51,1972,1.6,11.04,1.6,11.04,41.8
266,Washington,53,1972,1.6,11.04,1.6,11.04,41.8
267,West Virginia,54,1972,1.6,11.04,1.6,11.04,41.8
268,Wisconsin,55,1972,1.6,11.04,1.6,11.04,41.8
269,Wyoming,56,1972,1.6,11.04,1.6,11.04,41.8
270,Alabama,1,1973,1.6,10.39,1.6,10.39,44.4
271,Alaska,2,1973,1.6,10.39,2.1,13.64,44.4
272,Arizona,4,1973,1.6,10.39,1.6,10.39,44.4
273,Arkansas,5,1973,1.6,10.39,1.6,10.39,44.4
274,California,6,1973,1.6,10.39,1.65,10.72,44.4
275,Colorado,8,1973,1.6,10.39,1.6,10.39,44.4
276,Connecticut,9,1973,1.6,10.39,1.85,12.01,44.4
277,Delaware,10,1973,1.6,10.39,1.6,10.39,44.4
278,District of Columbia,11,1973,1.6,10.39,1.6,10.39,44.4
279,Florida,12,1973,1.6,10.39,1.6,10.39,44.4
280,Georgia,13,1973,1.6,10.39,1.6,10.39,44.4
281,Guam,66,1973,1.6,10.39,1.9,12.34,44.4
282,Hawaii,15,1973,1.6,10.39,1.6,10.39,44.4
283,Idaho,16,1973,1.6,10.39,1.6,10.39,44.4
284,Illinois,17,1973,1.6,10.39,1.6,10.39,44.4
285,Indiana,18,1973,1.6,10.39,1.6,10.39,44.4
286,Iowa,19,1973,1.6,10.39,1.6,10.39,44.4
287,Kansas,20,1973,1.6,10.39,1.6,10.39,44.4
288,Kentucky,21,1973,1.6,10.39,1.6,10.39,44.4
289,Louisiana,22,1973,1.6,10.39,1.6,10.39,44.4
290,Maine,23,1973,1.6,10.39,1.6,10.39,44.4
291,Maryland,24,1973,1.6,10.39,1.6,10.39,44.4
292,Massachusetts,25,1973,1.6,10.39,1.75,11.37,44.4
293,Michigan,26,1973,1.6,10.39,1.6,10.39,44.4
294,Minnesota,27,1973,1.6,10.39,1.6,10.39,44.4
295,Mississippi,28,1973,1.6,10.39,1.6,10.39,44.4
296,Missouri,29,1973,1.6,10.39,1.6,10.39,44.4
297,Montana,30,1973,1.6,10.39,1.6,10.39,44.4
298,Nebraska,31,1973,1.6,10.39,1.6,10.39,44.4
299,Nevada,32,1973,1.6,10.39,1.6,10.39,44.4
300,New Hampshire,33,1973,1.6,10.39,1.6,10.39,44.4
301,New Jersey,34,1973,1.6,10.39,1.6,10.39,44.4
302,New Mexico,35,1973,1.6,10.39,1.6,10.39,44.4
303,New York,36,1973,1.6,10.39,1.85,12.01,44.4
304,North Carolina,37,1973,1.6,10.39,1.6,10.39,44.4
305,North Dakota,38,1973,1.6,10.39,1.6,10.39,44.4
306,Ohio,39,1973,1.6,10.39,1.6,10.39,44.4
307,Oklahoma,40,1973,1.6,10.39,1.6,10.39,44.4
308,Oregon,41,1973,1.6,10.39,1.6,10.39,44.4
309,Pennsylvania,42,1973,1.6,10.39,1.6,10.39,44.4
310,Puerto Rico,72,1973,1.6,10.39,1.6,10.39,44.4
311,Rhode Island,44,1973,1.6,10.39,1.6,10.39,44.4
312,South Carolina,45,1973,1.6,10.39,1.6,10.39,44.4
313,South Dakota,46,1973,1.6,10.39,1.6,10.39,44.4
314,Tennessee,47,1973,1.6,10.39,1.6,10.39,44.4
315,Texas,48,1973,1.6,10.39,1.6,10.39,44.4
316,U.S. Virgin Islands,78,1973,1.6,10.39,1.6,10.39,44.4
317,Utah,49,1973,1.6,10.39,1.6,10.39,44.4
318,Vermont,50,1973,1.6,10.39,1.6,10.39,44.4
319,Virginia,51,1973,1.6,10.39,1.6,10.39,44.4
320,Washington,53,1973,1.6,10.39,1.6,10.39,44.4
321,West Virginia,54,1973,1.6,10.39,1.6,10.39,44.4
322,Wisconsin,55,1973,1.6,10.39,1.6,10.39,44.4
323,Wyoming,56,1973,1.6,10.39,1.6,10.39,44.4
324,Alabama,1,1974,1.6,9.36,1.6,9.36,49.3
325,Alaska,2,1974,1.6,9.36,2.1,12.28,49.3
326,Arizona,4,1974,1.6,9.36,1.6,9.36,49.3
327,Arkansas,5,1974,1.6,9.36,1.6,9.36,49.3
328,California,6,1974,1.6,9.36,1.65,9.65,49.3
329,Colorado,8,1974,1.6,9.36,1.6,9.36,49.3
330,Connecticut,9,1974,1.6,9.36,1.85,10.82,49.3
331,Delaware,10,1974,1.6,9.36,1.6,9.36,49.3
332,District of Columbia,11,1974,1.6,9.36,1.6,9.36,49.3
333,Florida,12,1974,1.6,9.36,1.6,9.36,49.3
334,Georgia,13,1974,1.6,9.36,1.6,9.36,49.3
335,Guam,66,1974,1.6,9.36,1.9,11.11,49.3
336,Hawaii,15,1974,1.6,9.36,1.6,9.36,49.3
337,Idaho,16,1974,1.6,9.36,1.6,9.36,49.3
338,Illinois,17,1974,1.6,9.36,1.6,9.36,49.3
339,Indiana,18,1974,1.6,9.36,1.6,9.36,49.3
340,Iowa,19,1974,1.6,9.36,1.6,9.36,49.3
341,Kansas,20,1974,1.6,9.36,1.6,9.36,49.3
342,Kentucky,21,1974,1.6,9.36,1.6,9.36,49.3
343,Louisiana,22,1974,1.6,9.36,1.6,9.36,49.3
344,Maine,23,1974,1.6,9.36,1.6,9.36,49.3
345,Maryland,24,1974,1.6,9.36,1.6,9.36,49.3
346,Massachusetts,25,1974,1.6,9.36,1.75,10.24,49.3
347,Michigan,26,1974,1.6,9.36,1.6,9.36,49.3
348,Minnesota,27,1974,1.6,9.36,1.6,9.36,49.3
349,Mississippi,28,1974,1.6,9.36,1.6,9.36,49.3
350,Missouri,29,1974,1.6,9.36,1.6,9.36,49.3
351,Montana,30,1974,1.6,9.36,1.6,9.36,49.3
352,Nebraska,31,1974,1.6,9.36,1.6,9.36,49.3
353,Nevada,32,1974,1.6,9.36,1.6,9.36,49.3
354,New Hampshire,33,1974,1.6,9.36,1.6,9.36,49.3
355,New Jersey,34,1974,1.6,9.36,1.6,9.36,49.3
356,New Mexico,35,1974,1.6,9.36,1.6,9.36,49.3
357,New York,36,1974,1.6,9.36,1.85,10.82,49.3
358,North Carolina,37,1974,1.6,9.36,1.6,9.36,49.3
359,North Dakota,38,1974,1.6,9.36,1.6,9.36,49.3
360,Ohio,39,1974,1.6,9.36,1.6,9.36,49.3
361,Oklahoma,40,1974,1.6,9.36,1.6,9.36,49.3
362,Oregon,41,1974,1.6,9.36,1.6,9.36,49.3
363,Pennsylvania,42,1974,1.6,9.36,1.6,9.36,49.3
364,Puerto Rico,72,1974,1.6,9.36,1.6,9.36,49.3
365,Rhode Island,44,1974,1.6,9.36,1.6,9.36,49.3
366,South Carolina,45,1974,1.6,9.36,1.6,9.36,49.3
367,South Dakota,46,1974,1.6,9.36,1.6,9.36,49.3
368,Tennessee,47,1974,1.6,9.36,1.6,9.36,49.3
369,Texas,48,1974,1.6,9.36,1.6,9.36,49.3
370,U.S. Virgin Islands,78,1974,1.6,9.36,1.6,9.36,49.3
371,Utah,49,1974,1.6,9.36,1.6,9.36,49.3
372,Vermont,50,1974,1.6,9.36,1.6,9.36,49.3
373,Virginia,51,1974,1.6,9.36,1.6,9.36,49.3
374,Washington,53,1974,1.6,9.36,1.6,9.36,49.3
375,West Virginia,54,1974,1.6,9.36,1.6,9.36,49.3
376,Wisconsin,55,1974,1.6,9.36,1.6,9.36,49.3
377,Wyoming,56,1974,1.6,9.36,1.6,9.36,49.3
378,Alabama,1,1975,1.6,8.58,1.6,8.58,53.8
379,Alaska,2,1975,1.6,8.58,2.1,11.26,53.8
380,Arizona,4,1975,1.6,8.58,1.6,8.58,53.8
381,Arkansas,5,1975,1.6,8.58,1.6,8.58,53.8
382,California,6,1975,1.6,8.58,1.65,8.84,53.8
383,Colorado,8,1975,1.6,8.58,1.6,8.58,53.8
384,Connecticut,9,1975,1.6,8.58,1.85,9.92,53.8
385,Delaware,10,1975,1.6,8.58,1.6,8.58,53.8
386,District of Columbia,11,1975,1.6,8.58,1.6,8.58,53.8
387,Florida,12,1975,1.6,8.58,1.6,8.58,53.8
388,Georgia,13,1975,1.6,8.58,1.6,8.58,53.8
389,Guam,66,1975,1.6,8.58,1.9,10.18,53.8
390,Hawaii,15,1975,1.6,8.58,1.6,8.58,53.8
391,Idaho,16,1975,1.6,8.58,1.6,8.58,53.8
392,Illinois,17,1975,1.6,8.58,1.6,8.58,53.8
393,Indiana,18,1975,1.6,8.58,1.6,8.58,53.8
394,Iowa,19,1975,1.6,8.58,1.6,8.58,53.8
395,Kansas,20,1975,1.6,8.58,1.6,8.58,53.8
396,Kentucky,21,1975,1.6,8.58,1.6,8.58,53.8
397,Louisiana,22,1975,1.6,8.58,1.6,8.58,53.8
398,Maine,23,1975,1.6,8.58,1.6,8.58,53.8
399,Maryland,24,1975,1.6,8.58,1.6,8.58,53.8
400,Massachusetts,25,1975,1.6,8.58,1.75,9.38,53.8
401,Michigan,26,1975,1.6,8.58,1.6,8.58,53.8
402,Minnesota,27,1975,1.6,8.58,1.6,8.58,53.8
403,Mississippi,28,1975,1.6,8.58,1.6,8.58,53.8
404,Missouri,29,1975,1.6,8.58,1.6,8.58,53.8
405,Montana,30,1975,1.6,8.58,1.6,8.58,53.8
406,Nebraska,31,1975,1.6,8.58,1.6,8.58,53.8
407,Nevada,32,1975,1.6,8.58,1.6,8.58,53.8
408,New Hampshire,33,1975,1.6,8.58,1.6,8.58,53.8
409,New Jersey,34,1975,1.6,8.58,1.6,8.58,53.8
410,New Mexico,35,1975,1.6,8.58,1.6,8.58,53.8
411,New York,36,1975,1.6,8.58,1.85,9.92,53.8
412,North Carolina,37,1975,1.6,8.58,1.6,8.58,53.8
413,North Dakota,38,1975,1.6,8.58,1.6,8.58,53.8
414,Ohio,39,1975,1.6,8.58,1.6,8.58,53.8
415,Oklahoma,40,1975,1.6,8.58,1.6,8.58,53.8
416,Oregon,41,1975,1.6,8.58,1.6,8.58,53.8
417,Pennsylvania,42,1975,1.6,8.58,1.6,8.58,53.8
418,Puerto Rico,72,1975,1.6,8.58,1.6,8.58,53.8
419,Rhode Island,44,1975,1.6,8.58,1.6,8.58,53.8
420,South Carolina,45,1975,1.6,8.58,1.6,8.58,53.8
421,South Dakota,46,1975,1.6,8.58,1.6,8.58,53.8
422,Tennessee,47,1975,1.6,8.58,1.6,8.58,53.8
423,Texas,48,1975,1.6,8.58,1.6,8.58,53.8
424,U.S. Virgin Islands,78,1975,1.6,8.58,1.6,8.58,53.8
425,Utah,49,1975,1.6,8.58,1.6,8.58,53.8
426,Vermont,50,1975,1.6,8.58,1.6,8.58,53.8
