"Year","State","Department.Of.Labor.Cleaned.Low.Value","Federal.Minimum.Wage","Federal.Minimum.Wage.2022.Dollars","Effective.Minimum.Wage","Effective.Minimum.Wage.2022.Dollars","CPI.Average","Department.Of.Labor.Uncleaned.Data","Department.Of.Labor.Cleaned.Low.Value.2022.Dollars","Department.Of.Labor.Cleaned.High.Value","Department.Of.Labor.Cleaned.High.Value.2022.Dollars","Footnote"
"2010","California","8","7.25",9.59,"8",10.58,218.056,"8",10.58,"8",10.58,""
"2010","Colorado","7.24","7.25",9.59,"7.25",9.59,218.056,"7.24",9.57,"7.24",9.57,""
"2010","Connecticut","8.25","7.25",9.59,"8.25",10.91,218.056,"8.25",10.91,"8.25",10.91,""
"2010","Delaware","7.25","7.25",9.59,"7.25",9.59,218.056,"7.25",9.59,"7.25",9.59,""
"2010","District of Columbia","8.25","7.25",9.59,"8.25",10.91,218.056,"8.25",10.91,"8.25",10.91,""
"2010","Florida","7.25","7.25",9.59,"7.25",9.59,218.056,"7.25",9.59,"7.25",9.59,""
"2010","Georgia","5.15","7.25",9.59,"7.25",9.59,218.056,"5.15(d)",6.81,"5.15",6.81,"(d)"
"2010","Guam","7.25","7.25",9.59,"7.25",9.59,218.056,"7.25",9.59,"7.25",9.59,""
"2010","Hawaii","7.25","7.25",9.59,"7.25",9.59,218.056,"7.25",9.59,"7.25",9.59,""
"2010","Idaho","7.25","7.25",9.59,"7.25",9.59,218.056,"7.25",9.59,"7.25",9.59,""
"2010","Illinois","8.25","7.25",9.59,"8.25",10.91,218.056,"8.25[c]",10.91,"8.25",10.91,"[c]"
"2010","Indiana","7.25","7.25",9.59,"7.25",9.59,218.056,"7.25(e)",9.59,"7.25",9.59,"(e)"
"2010","Iowa","7.25","7.25",9.59,"7.25",9.59,218.056,"7.25",9.59,"7.25",9.59,""
"2010","Kansas","7.25","7.25",9.59,"7.25",9.59,218.056,"7.25",9.59,"7.25",9.59,""
"2010","Kentucky","7.25","7.25",9.59,"7.25",9.59,218.056,"7.25",9.59,"7.25",9.59,""
"2010","Louisiana","0","7.25",9.59,"7.25",9.59,218.056,"...",0,"0",0,""
"2010","Maine","7.5","7.25",9.59,"7.5",9.92,218.056,"7.5",9.92,"7.5",9.92,""
"2010","Maryland","7.25","7.25",9.59,"7.25",9.59,218.056,"7.25",9.59,"7.25",9.59,""
"2010","Massachusetts","8","7.25",9.59,"8",10.58,218.056,"8",10.58,"8",10.58,""
"2010","Michigan","7.4","7.25",9.59,"7.4",9.79,218.056,"7.40(e)",9.79,"7.4",9.79,"(e)"
"2010","Minnesota","5.25","7.25",9.59,"7.25",9.59,218.056,"5.25-6.15(g)",6.94,"6.15",8.13,"(g)"
"2010","Mississippi","0","7.25",9.59,"7.25",9.59,218.056,"...",0,"0",0,""
"2010","Missouri","7.25","7.25",9.59,"7.25",9.59,218.056,"7.25",9.59,"7.25",9.59,""
"2010","Montana","4","7.25",9.59,"7.25",9.59,218.056,"4.00-7.25(g)",5.29,"7.25",9.59,"(g)"
"2010","Nebraska","7.25","7.25",9.59,"7.25",9.59,218.056,"7.25[c]",9.59,"7.25",9.59,"[c]"
"2010","Nevada","6.55","7.25",9.59,"7.25",9.59,218.056,"6.55-7.55",8.66,"7.55",9.98,""
"2010","New Hampshire","7.25","7.25",9.59,"7.25",9.59,218.056,"7.25",9.59,"7.25",9.59,""
"2010","New Jersey","7.25","7.25",9.59,"7.25",9.59,218.056,"7.25",9.59,"7.25",9.59,""
"2010","New Mexico","7.5","7.25",9.59,"7.5",9.92,218.056,"7.5",9.92,"7.5",9.92,""
"2010","New York","7.25","7.25",9.59,"7.25",9.59,218.056,"7.25",9.59,"7.25",9.59,""
"2010","North Carolina","7.25","7.25",9.59,"7.25",9.59,218.056,"7.25",9.59,"7.25",9.59,""
"2010","North Dakota","7.25","7.25",9.59,"7.25",9.59,218.056,"7.25",9.59,"7.25",9.59,""
"2010","Ohio","7.3","7.25",9.59,"7.3",9.65,218.056,"7.3",9.65,"7.3",9.65,""
"2010","Oklahoma","2","7.25",9.59,"7.25",9.59,218.056,"2.00-7.25(g)",2.64,"7.25",9.59,"(g)"
"2010","Oregon","8.4","7.25",9.59,"8.4",11.11,218.056,"8.4",11.11,"8.4",11.11,""
"2010","Pennsylvania","7.25","7.25",9.59,"7.25",9.59,218.056,"7.25",9.59,"7.25",9.59,""
"2010","Puerto Rico","0","7.25",9.59,"7.25",9.59,218.056,"5.08 – 7.25 (i2)",NA,"0",NA,"(i2)"
"2010","Rhode Island","7.4","7.25",9.59,"7.4",9.79,218.056,"7.4",9.79,"7.4",9.79,""
"2010","South Carolina","0","7.25",9.59,"7.25",9.59,218.056,"...",0,"0",0,""
"2010","South Dakota","7.25","7.25",9.59,"7.25",9.59,218.056,"7.25",9.59,"7.25",9.59,""
"2010","Tennessee","0","7.25",9.59,"7.25",9.59,218.056,"...",0,"0",0,""
"2010","Texas","7.25","7.25",9.59,"7.25",9.59,218.056,"7.25",9.59,"7.25",9.59,""
"2010","U.S. Virgin Islands","4.3","7.25",9.59,"7.25",9.59,218.056,"4.30-7.25(j)",5.69,"7.25",9.59,"(j)"
"2010","Utah","7.25","7.25",9.59,"7.25",9.59,218.056,"7.25",9.59,"7.25",9.59,""
"2010","Vermont","8.06","7.25",9.59,"8.06",10.66,218.056,"8.06(e)",10.66,"8.06",10.66,"(e)"
"2010","Virginia","7.25","7.25",9.59,"7.25",9.59,218.056,"7.25[c]",9.59,"7.25",9.59,"[c]"
"2010","Washington","8.55","7.25",9.59,"8.55",11.31,218.056,"8.55",11.31,"8.55",11.31,""
"2010","West Virginia","7.25","7.25",9.59,"7.25",9.59,218.056,"7.25",9.59,"7.25",9.59,""
"2010","Wisconsin","7.25","7.25",9.59,"7.25",9.59,218.056,"7.25",9.59,"7.25",9.59,""
"2010","Wyoming","5.15","7.25",9.59,"7.25",9.59,218.056,"5.15",6.81,"5.15",6.81,""
"2011","Alabama","0","7.25",9.29,"7.25",9.29,224.939,"...",0,"0",0,""
"2011","Alaska","7.75","7.25",9.29,"7.75",9.93,224.939,"7.75",9.93,"7.75",9.93,""
"2011","Arizona","7.35","7.25",9.29,"7.35",9.42,224.939,"7.35",9.42,"7.35",9.42,""
"2011","Arkansas","6.25","7.25",9.29,"7.25",9.29,224.939,"6.25[c]",8.01,"6.25",8.01,"[c]"
"2011","California","8","7.25",9.29,"8",10.26,224.939,"8",10.26,"8",10.26,""
"2011","Colorado","7.36","7.25",9.29,"7.36",9.43,224.939,"7.36",9.43,"7.36",9.43,""
"2011","Connecticut","8.25","7.25",9.29,"8.25",10.58,224.939,"8.25",10.58,"8.25",10.58,""
"2011","Delaware","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25",9.29,"7.25",9.29,""
"2011","District of Columbia","8.25","7.25",9.29,"8.25",10.58,224.939,"8.25",10.58,"8.25",10.58,""
"2011","Florida","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25",9.29,"7.25",9.29,""
"2011","Georgia","5.15","7.25",9.29,"7.25",9.29,224.939,"5.15(d)",6.6,"5.15",6.6,"(d)"
"2011","Guam","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25",9.29,"7.25",9.29,""
"2011","Hawaii","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25",9.29,"7.25",9.29,""
"2011","Idaho","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25",9.29,"7.25",9.29,""
"2011","Illinois","8.25","7.25",9.29,"8.25",10.58,224.939,"8.25[c]",10.58,"8.25",10.58,"[c]"
"2011","Indiana","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25(e)",9.29,"7.25",9.29,"(e)"
"2011","Iowa","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25",9.29,"7.25",9.29,""
"2011","Kansas","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25",9.29,"7.25",9.29,""
"2011","Kentucky","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25",9.29,"7.25",9.29,""
"2011","Louisiana","0","7.25",9.29,"7.25",9.29,224.939,"...",0,"0",0,""
"2011","Maine","7.5","7.25",9.29,"7.5",9.61,224.939,"7.5",9.61,"7.5",9.61,""
"2011","Maryland","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25",9.29,"7.25",9.29,""
"2011","Massachusetts","8","7.25",9.29,"8",10.26,224.939,"8",10.26,"8",10.26,""
"2011","Michigan","7.4","7.25",9.29,"7.4",9.49,224.939,"7.40(e)",9.49,"7.4",9.49,"(e)"
"2011","Minnesota","5.25","7.25",9.29,"7.25",9.29,224.939,"5.25-6.15(g)",6.73,"6.15",7.88,"(g)"
"2011","Mississippi","0","7.25",9.29,"7.25",9.29,224.939,"...",0,"0",0,""
"2011","Missouri","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25",9.29,"7.25",9.29,""
"2011","Montana","4","7.25",9.29,"7.25",9.29,224.939,"4.00-7.35(g)",5.13,"7.35",9.42,"(g)"
"2011","Nebraska","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25[c]",9.29,"7.25",9.29,"[c]"
"2011","Nevada","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25-8.25",9.29,"8.25",10.58,""
"2011","New Hampshire","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25",9.29,"7.25",9.29,""
"2011","New Jersey","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25",9.29,"7.25",9.29,""
"2011","New Mexico","7.5","7.25",9.29,"7.5",9.61,224.939,"7.5",9.61,"7.5",9.61,""
"2011","New York","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25",9.29,"7.25",9.29,""
"2011","North Carolina","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25",9.29,"7.25",9.29,""
"2011","North Dakota","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25",9.29,"7.25",9.29,""
"2011","Ohio","7.4","7.25",9.29,"7.4",9.49,224.939,"7.4",9.49,"7.4",9.49,""
"2011","Oklahoma","2","7.25",9.29,"7.25",9.29,224.939,"2.00-7.25(g)",2.56,"7.25",9.29,"(g)"
"2011","Oregon","8.5","7.25",9.29,"8.5",10.9,224.939,"8.5",10.9,"8.5",10.9,""
"2011","Pennsylvania","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25",9.29,"7.25",9.29,""
"2011","Puerto Rico","0","7.25",9.29,"7.25",9.29,224.939,"5.08 – 7.25 (i2)",NA,"0",NA,"(i2)"
"2011","Rhode Island","7.4","7.25",9.29,"7.4",9.49,224.939,"7.4",9.49,"7.4",9.49,""
"2011","South Carolina","0","7.25",9.29,"7.25",9.29,224.939,"...",0,"0",0,""
"2011","South Dakota","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25",9.29,"7.25",9.29,""
"2011","Tennessee","0","7.25",9.29,"7.25",9.29,224.939,"...",0,"0",0,""
"2011","Texas","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25",9.29,"7.25",9.29,""
"2011","U.S. Virgin Islands","4.3","7.25",9.29,"7.25",9.29,224.939,"4.30-7.25(j)",5.51,"7.25",9.29,"(j)"
"2011","Utah","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25",9.29,"7.25",9.29,""
"2011","Vermont","8.15","7.25",9.29,"8.15",10.45,224.939,"8.15(e)",10.45,"8.15",10.45,"(e)"
"2011","Virginia","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25[c]",9.29,"7.25",9.29,"[c]"
"2011","Washington","8.67","7.25",9.29,"8.67",11.11,224.939,"8.67",11.11,"8.67",11.11,""
"2011","West Virginia","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25",9.29,"7.25",9.29,""
"2011","Wisconsin","7.25","7.25",9.29,"7.25",9.29,224.939,"7.25",9.29,"7.25",9.29,""
"2011","Wyoming","5.15","7.25",9.29,"7.25",9.29,224.939,"5.15",6.6,"5.15",6.6,""
"2012","Alabama","0","7.25",9.11,"7.25",9.11,229.594,"...",0,"0",0,""
"2012","Alaska","7.75","7.25",9.11,"7.75",9.73,229.594,"7.75",9.73,"7.75",9.73,""
"2012","Arizona","7.65","7.25",9.11,"7.65",9.61,229.594,"7.65",9.61,"7.65",9.61,""
"2012","Arkansas","6.25","7.25",9.11,"7.25",9.11,229.594,"6.25[c]",7.85,"6.25",7.85,"[c]"
"2012","California","8","7.25",9.11,"8",10.05,229.594,"8",10.05,"8",10.05,""
"2012","Colorado","7.64","7.25",9.11,"7.64",9.6,229.594,"7.64",9.6,"7.64",9.6,""
"2012","Connecticut","8.25","7.25",9.11,"8.25",10.36,229.594,"8.25",10.36,"8.25",10.36,""
"2012","Delaware","7.25","7.25",9.11,"7.25",9.11,229.594,"7.25",9.11,"7.25",9.11,""
"2012","District of Columbia","8.25","7.25",9.11,"8.25",10.36,229.594,"8.25",10.36,"8.25",10.36,""
"2012","Florida","7.67","7.25",9.11,"7.67",9.63,229.594,"7.67",9.63,"7.67",9.63,""
"2012","Georgia","5.15","7.25",9.11,"7.25",9.11,229.594,"5.15(d)",6.47,"5.15",6.47,"(d)"
"2012","Guam","7.25","7.25",9.11,"7.25",9.11,229.594,"7.25",9.11,"7.25",9.11,""
"2012","Hawaii","7.25","7.25",9.11,"7.25",9.11,229.594,"7.25",9.11,"7.25",9.11,""
"2012","Idaho","7.25","7.25",9.11,"7.25",9.11,229.594,"7.25",9.11,"7.25",9.11,""
"2012","Illinois","8.25","7.25",9.11,"8.25",10.36,229.594,"8.25[c]",10.36,"8.25",10.36,"[c]"
"2012","Indiana","7.25","7.25",9.11,"7.25",9.11,229.594,"7.25(e)",9.11,"7.25",9.11,"(e)"
"2012","Iowa","7.25","7.25",9.11,"7.25",9.11,229.594,"7.25",9.11,"7.25",9.11,""
"2012","Kansas","7.25","7.25",9.11,"7.25",9.11,229.594,"7.25",9.11,"7.25",9.11,""
"2012","Kentucky","7.25","7.25",9.11,"7.25",9.11,229.594,"7.25",9.11,"7.25",9.11,""
"2012","Louisiana","0","7.25",9.11,"7.25",9.11,229.594,"...",0,"0",0,""
"2012","Maine","7.5","7.25",9.11,"7.5",9.42,229.594,"7.5",9.42,"7.5",9.42,""
"2012","Maryland","7.25","7.25",9.11,"7.25",9.11,229.594,"7.25",9.11,"7.25",9.11,""
"2012","Massachusetts","8","7.25",9.11,"8",10.05,229.594,"8",10.05,"8",10.05,""
"2012","Michigan","7.4","7.25",9.11,"7.4",9.29,229.594,"7.40(e)",9.29,"7.4",9.29,"(e)"
"2012","Minnesota","5.25","7.25",9.11,"7.25",9.11,229.594,"5.25-6.15(g)",6.59,"6.15",7.72,"(g)"
"2012","Mississippi","0","7.25",9.11,"7.25",9.11,229.594,"...",0,"0",0,""
"2012","Missouri","7.25","7.25",9.11,"7.25",9.11,229.594,"7.25",9.11,"7.25",9.11,""
"2012","Montana","4","7.25",9.11,"7.25",9.11,229.594,"4.00-7.65(g)",5.02,"7.65",9.61,"(g)"
"2012","Nebraska","7.25","7.25",9.11,"7.25",9.11,229.594,"7.25[c]",9.11,"7.25",9.11,"[c]"
"2012","Nevada","7.25","7.25",9.11,"7.25",9.11,229.594,"7.25-8.25",9.11,"8.25",10.36,""
"2012","New Hampshire","7.25","7.25",9.11,"7.25",9.11,229.594,"7.25",9.11,"7.25",9.11,""
"2012","New Jersey","7.25","7.25",9.11,"7.25",9.11,229.594,"7.25",9.11,"7.25",9.11,""
"2012","New Mexico","7.5","7.25",9.11,"7.5",9.42,229.594,"7.5",9.42,"7.5",9.42,""
"2012","New York","7.25","7.25",9.11,"7.25",9.11,229.594,"7.25",9.11,"7.25",9.11,""
"2012","North Carolina","7.25","7.25",9.11,"7.25",9.11,229.594,"7.25",9.11,"7.25",9.11,""
"2012","North Dakota","7.25","7.25",9.11,"7.25",9.11,229.594,"7.25",9.11,"7.25",9.11,""
"2012","Ohio","7.7","7.25",9.11,"7.7",9.67,229.594,"7.7",9.67,"7.7",9.67,""
"2012","Oklahoma","2","7.25",9.11,"7.25",9.11,229.594,"2.00-7.25(g)",2.51,"7.25",9.11,"(g)"
"2012","Oregon","8.8","7.25",9.11,"8.8",11.05,229.594,"8.8",11.05,"8.8",11.05,""
"2012","Pennsylvania","7.25","7.25",9.11,"7.25",9.11,229.594,"7.25",9.11,"7.25",9.11,""
"2012","Puerto Rico","0","7.25",9.11,"7.25",9.11,229.594,"5.08 – 7.25 (i2)",NA,"0",NA,"(i2)"
"2012","Rhode Island","7.4","7.25",9.11,"7.4",9.29,229.594,"7.4",9.29,"7.4",9.29,""
"2012","South Carolina","0","7.25",9.11,"7.25",9.11,229.594,"...",0,"0",0,""
"2012","South Dakota","7.25","7.25",9.11,"7.25",9.11,229.594,"7.25",9.11,"7.25",9.11,""
"2012","Tennessee","0","7.25",9.11,"7.25",9.11,229.594,"...",0,"0",0,""
"2012","Texas","7.25","7.25",9.11,"7.25",9.11,229.594,"7.25",9.11,"7.25",9.11,""
"2012","U.S. Virgin Islands","4.3","7.25",9.11,"7.25",9.11,229.594,"4.30-7.25(j)",5.4,"7.25",9.11,"(j)"
"2012","Utah","7.25","7.25",9.11,"7.25",9.11,229.594,"7.25",9.11,"7.25",9.11,""
"2012","Vermont","8.46","7.25",9.11,"8.46",10.62,229.594,"8.46(e)",10.62,"8.46",10.62,"(e)"
"2012","Virginia","7.25","7.25",9.11,"7.25",9.11,229.594,"7.25[c]",9.11,"7.25",9.11,"[c]"
"2012","Washington","9.04","7.25",9.11,"9.04",11.35,229.594,"9.04",11.35,"9.04",11.35,""
"2012","West Virginia","7.25","7.25",9.11,"7.25",9.11,229.594,"7.25",9.11,"7.25",9.11,""
"2012","Wisconsin","7.25","7.25",9.11,"7.25",9.11,229.594,"7.25",9.11,"7.25",9.11,""
"2012","Wyoming","5.15","7.25",9.11,"7.25",9.11,229.594,"5.15",6.47,"5.15",6.47,""
"2013","Alabama","0","7.25",8.97,"7.25",8.97,232.957,"...",0,"0",0,""
"2013","Alaska","7.75","7.25",8.97,"7.75",9.59,232.957,"7.75",9.59,"7.75",9.59,""
"2013","Arizona","7.8","7.25",8.97,"7.8",9.65,232.957,"7.8",9.65,"7.8",9.65,""
"2013","Arkansas","6.25","7.25",8.97,"7.25",8.97,232.957,"6.25[c]",7.74,"6.25",7.74,"[c]"
"2013","California","8","7.25",8.97,"8",9.9,232.957,"8",9.9,"8",9.9,""
"2013","Colorado","7.78","7.25",8.97,"7.78",9.63,232.957,"7.78",9.63,"7.78",9.63,""
"2013","Connecticut","8.25","7.25",8.97,"8.25",10.21,232.957,"8.25",10.21,"8.25",10.21,""
"2013","Delaware","7.25","7.25",8.97,"7.25",8.97,232.957,"7.25",8.97,"7.25",8.97,""
"2013","District of Columbia","8.25","7.25",8.97,"8.25",10.21,232.957,"8.25",10.21,"8.25",10.21,""
"2013","Florida","7.79","7.25",8.97,"7.79",9.64,232.957,"7.79",9.64,"7.79",9.64,""
"2013","Georgia","5.15","7.25",8.97,"7.25",8.97,232.957,"5.15(d)",6.37,"5.15",6.37,"(d)"
"2013","Guam","7.25","7.25",8.97,"7.25",8.97,232.957,"7.25",8.97,"7.25",8.97,""
"2013","Hawaii","7.25","7.25",8.97,"7.25",8.97,232.957,"7.25",8.97,"7.25",8.97,""
"2013","Idaho","7.25","7.25",8.97,"7.25",8.97,232.957,"7.25",8.97,"7.25",8.97,""
"2013","Illinois","8.25","7.25",8.97,"8.25",10.21,232.957,"8.25[c]",10.21,"8.25",10.21,"[c]"
"2013","Indiana","7.25","7.25",8.97,"7.25",8.97,232.957,"7.25(e)",8.97,"7.25",8.97,"(e)"
"2013","Iowa","7.25","7.25",8.97,"7.25",8.97,232.957,"7.25",8.97,"7.25",8.97,""
"2013","Kansas","7.25","7.25",8.97,"7.25",8.97,232.957,"7.25",8.97,"7.25",8.97,""
"2013","Kentucky","7.25","7.25",8.97,"7.25",8.97,232.957,"7.25",8.97,"7.25",8.97,""
"2013","Louisiana","0","7.25",8.97,"7.25",8.97,232.957,"...",0,"0",0,""
"2013","Maine","7.5","7.25",8.97,"7.5",9.28,232.957,"7.5",9.28,"7.5",9.28,""
"2013","Maryland","7.25","7.25",8.97,"7.25",8.97,232.957,"7.25",8.97,"7.25",8.97,""
"2013","Massachusetts","8","7.25",8.97,"8",9.9,232.957,"8",9.9,"8",9.9,""
"2013","Michigan","7.4","7.25",8.97,"7.4",9.16,232.957,"7.40(e)",9.16,"7.4",9.16,"(e)"
"2013","Minnesota","5.25","7.25",8.97,"7.25",8.97,232.957,"5.25-6.15(g)",6.5,"6.15",7.61,"(g)"
"2013","Mississippi","0","7.25",8.97,"7.25",8.97,232.957,"...",0,"0",0,""
"2013","Missouri","7.35","7.25",8.97,"7.35",9.1,232.957,"7.35",9.1,"7.35",9.1,""
"2013","Montana","4","7.25",8.97,"7.25",8.97,232.957,"4.00-7.80(g)",4.95,"7.8",9.65,"(g)"
"2013","Nebraska","7.25","7.25",8.97,"7.25",8.97,232.957,"7.25[c]",8.97,"7.25",8.97,"[c]"
"2013","Nevada","7.25","7.25",8.97,"7.25",8.97,232.957,"7.25-8.25",8.97,"8.25",10.21,""
"2013","New Hampshire","7.25","7.25",8.97,"7.25",8.97,232.957,"7.25",8.97,"7.25",8.97,""
"2013","New Jersey","7.25","7.25",8.97,"7.25",8.97,232.957,"7.25",8.97,"7.25",8.97,""
"2013","New Mexico","7.5","7.25",8.97,"7.5",9.28,232.957,"7.5",9.28,"7.5",9.28,""
"2013","New York","7.25","7.25",8.97,"7.25",8.97,232.957,"7.25",8.97,"7.25",8.97,""
"2013","North Carolina","7.25","7.25",8.97,"7.25",8.97,232.957,"7.25",8.97,"7.25",8.97,""
"2013","North Dakota","7.25","7.25",8.97,"7.25",8.97,232.957,"7.25",8.97,"7.25",8.97,""
"2013","Ohio","7.85","7.25",8.97,"7.85",9.72,232.957,"7.85",9.72,"7.85",9.72,""
"2013","Oklahoma","2","7.25",8.97,"7.25",8.97,232.957,"2.00-7.25(g)",2.48,"7.25",8.97,"(g)"
"2013","Oregon","8.95","7.25",8.97,"8.95",11.08,232.957,"8.95",11.08,"8.95",11.08,""
"2013","Pennsylvania","7.25","7.25",8.97,"7.25",8.97,232.957,"7.25",8.97,"7.25",8.97,""
"2013","Puerto Rico","0","7.25",8.97,"7.25",8.97,232.957,"5.08 – 7.25 (i2)",NA,"0",NA,"(i2)"
"2013","Rhode Island","7.75","7.25",8.97,"7.75",9.59,232.957,"7.75",9.59,"7.75",9.59,""
"2013","South Carolina","0","7.25",8.97,"7.25",8.97,232.957,"...",0,"0",0,""
"2013","South Dakota","7.25","7.25",8.97,"7.25",8.97,232.957,"7.25",8.97,"7.25",8.97,""
"2013","Tennessee","0","7.25",8.97,"7.25",8.97,232.957,"...",0,"0",0,""
"2013","Texas","7.25","7.25",8.97,"7.25",8.97,232.957,"7.25",8.97,"7.25",8.97,""
"2013","U.S. Virgin Islands","4.3","7.25",8.97,"7.25",8.97,232.957,"4.30-7.25(j)",5.32,"7.25",8.97,"(j)"
"2013","Utah","7.25","7.25",8.97,"7.25",8.97,232.957,"7.25",8.97,"7.25",8.97,""
"2013","Vermont","8.6","7.25",8.97,"8.6",10.64,232.957,"8.60(e)",10.64,"8.6",10.64,"(e)"
"2013","Virginia","7.25","7.25",8.97,"7.25",8.97,232.957,"7.25[c]",8.97,"7.25",8.97,"[c]"
"2013","Washington","9.19","7.25",8.97,"9.19",11.38,232.957,"9.19",11.38,"9.19",11.38,""
"2013","West Virginia","7.25","7.25",8.97,"7.25",8.97,232.957,"7.25",8.97,"7.25",8.97,""
"2013","Wisconsin","7.25","7.25",8.97,"7.25",8.97,232.957,"7.25",8.97,"7.25",8.97,""
"2013","Wyoming","5.15","7.25",8.97,"7.25",8.97,232.957,"5.15",6.37,"5.15",6.37,""
"2014","Alabama","0","7.25",8.83,"7.25",8.83,236.736,"...",0,"0",0,""
"2014","Alaska","7.75","7.25",8.83,"7.75",9.44,236.736,"7.75",9.44,"7.75",9.44,""
"2014","Arizona","7.9","7.25",8.83,"7.9",9.62,236.736,"7.9",9.62,"7.9",9.62,""
"2014","Arkansas","6.25","7.25",8.83,"7.25",8.83,236.736,"6.25[c]",7.61,"6.25",7.61,"[c]"
"2014","California","9","7.25",8.83,"9",10.96,236.736,"9",10.96,"9",10.96,""
"2014","Colorado","8","7.25",8.83,"8",9.74,236.736,"8",9.74,"8",9.74,""
"2014","Connecticut","8.7","7.25",8.83,"8.7",10.6,236.736,"8.7",10.6,"8.7",10.6,""
"2014","Delaware","7.75","7.25",8.83,"7.75",9.44,236.736,"7.75",9.44,"7.75",9.44,""
"2014","District of Columbia","9.5","7.25",8.83,"9.5",11.57,236.736,"9.5",11.57,"9.5",11.57,""
"2014","Florida","7.93","7.25",8.83,"7.93",9.66,236.736,"7.93",9.66,"7.93",9.66,""
"2014","Georgia","5.15","7.25",8.83,"7.25",8.83,236.736,"5.15(d)",6.27,"5.15",6.27,"(d)"
"2014","Guam","7.25","7.25",8.83,"7.25",8.83,236.736,"7.25",8.83,"7.25",8.83,""
"2014","Hawaii","7.25","7.25",8.83,"7.25",8.83,236.736,"7.25",8.83,"7.25",8.83,""
"2014","Idaho","7.25","7.25",8.83,"7.25",8.83,236.736,"7.25",8.83,"7.25",8.83,""
"2014","Illinois","8.25","7.25",8.83,"8.25",10.05,236.736,"8.25[c]",10.05,"8.25",10.05,"[c]"
"2014","Indiana","7.25","7.25",8.83,"7.25",8.83,236.736,"7.25(e)",8.83,"7.25",8.83,"(e)"
"2014","Iowa","7.25","7.25",8.83,"7.25",8.83,236.736,"7.25",8.83,"7.25",8.83,""
"2014","Kansas","7.25","7.25",8.83,"7.25",8.83,236.736,"7.25",8.83,"7.25",8.83,""
"2014","Kentucky","7.25","7.25",8.83,"7.25",8.83,236.736,"7.25",8.83,"7.25",8.83,""
"2014","Louisiana","0","7.25",8.83,"7.25",8.83,236.736,"...",0,"0",0,""
"2014","Maine","7.5","7.25",8.83,"7.5",9.14,236.736,"7.5",9.14,"7.5",9.14,""
"2014","Maryland","7.25","7.25",8.83,"7.25",8.83,236.736,"7.25",8.83,"7.25",8.83,""
"2014","Massachusetts","8","7.25",8.83,"8",9.74,236.736,"8",9.74,"8",9.74,""
"2014","Michigan","8.15","7.25",8.83,"8.15",9.93,236.736,"8.15(e)",9.93,"8.15",9.93,"(e)"
"2014","Minnesota","6.5","7.25",8.83,"7.25",8.83,236.736,"6.50-8.00(g)",7.92,"8",9.74,"(g)"
"2014","Mississippi","0","7.25",8.83,"7.25",8.83,236.736,"...",0,"0",0,""
"2014","Missouri","7.5","7.25",8.83,"7.5",9.14,236.736,"7.5",9.14,"7.5",9.14,""
"2014","Montana","7.9","7.25",8.83,"7.9",9.62,236.736,"7.90(g)",9.62,"7.9",9.62,"(g)"
"2014","Nebraska","7.25","7.25",8.83,"7.25",8.83,236.736,"7.25[c]",8.83,"7.25",8.83,"[c]"
"2014","Nevada","7.25","7.25",8.83,"7.25",8.83,236.736,"7.25-8.25",8.83,"8.25",10.05,""
"2014","New Hampshire","7.25","7.25",8.83,"7.25",8.83,236.736,"7.25",8.83,"7.25",8.83,""
"2014","New Jersey","8.25","7.25",8.83,"8.25",10.05,236.736,"8.25",10.05,"8.25",10.05,""
"2014","New Mexico","7.5","7.25",8.83,"7.5",9.14,236.736,"7.5",9.14,"7.5",9.14,""
"2014","New York","8","7.25",8.83,"8",9.74,236.736,"8",9.74,"8",9.74,""
"2014","North Carolina","7.25","7.25",8.83,"7.25",8.83,236.736,"7.25",8.83,"7.25",8.83,""
"2014","North Dakota","7.25","7.25",8.83,"7.25",8.83,236.736,"7.25",8.83,"7.25",8.83,""
"2014","Ohio","7.25","7.25",8.83,"7.25",8.83,236.736,"7.25-7.95",8.83,"7.95",9.68,""
