"Year","State","Department.Of.Labor.Cleaned.Low.Value","Federal.Minimum.Wage","Federal.Minimum.Wage.2022.Dollars","Effective.Minimum.Wage","Effective.Minimum.Wage.2022.Dollars","CPI.Average","Department.Of.Labor.Uncleaned.Data","Department.Of.Labor.Cleaned.Low.Value.2022.Dollars","Department.Of.Labor.Cleaned.High.Value","Department.Of.Labor.Cleaned.High.Value.2022.Dollars","Footnote"
"1968","Alabama","0","1.15",9.53,"1.15",9.53,34.8,"...",0,"0",0,""
"1968","Alaska","2.1","1.15",9.53,"2.1",17.4,34.8,"2.1",17.4,"2.1",17.4,""
"1968","Arizona","0.468","1.15",9.53,"1.15",9.53,34.8,"18.72 - 26.40/wk(b)",3.88,"0.66",5.47,"(b)"
"1968","Arkansas","0.15625","1.15",9.53,"1.15",9.53,34.8,"1.25/day(b)",1.29,"0.15625",1.29,"(b)"
"1968","California","1.65","1.15",9.53,"1.65",13.67,34.8,"1.65(b)",13.67,"1.65",13.67,"(b)"
"1968","Colorado","1","1.15",9.53,"1.15",9.53,34.8,"1.00 - 1.25(b)",8.29,"1.25",10.36,"(b)"
"1968","Connecticut","1.4","1.15",9.53,"1.4",11.6,34.8,"1.4",11.6,"1.4",11.6,""
"1968","Delaware","1.25","1.15",9.53,"1.25",10.36,34.8,"1.25",10.36,"1.25",10.36,""
"1968","District of Columbia","1.25","1.15",9.53,"1.25",10.36,34.8,"1.25 - 1.40",10.36,"1.4",11.6,""
"1968","Florida","0","1.15",9.53,"1.15",9.53,34.8,"...",0,"0",0,""
"1968","Georgia","0","1.15",9.53,"1.15",9.53,34.8,"...",0,"0",0,""
"1968","Guam","1.25","1.15",9.53,"1.25",10.36,34.8,"1.25",10.36,"1.25",10.36,""
"1968","Hawaii","1.25","1.15",9.53,"1.25",10.36,34.8,"1.25",10.36,"1.25",10.36,""
"1968","Idaho","1.15","1.15",9.53,"1.15",9.53,34.8,"1.15",9.53,"1.15",9.53,""
"1968","Illinois","0","1.15",9.53,"1.15",9.53,34.8,"...",0,"0",0,""
"1968","Indiana","1.15","1.15",9.53,"1.15",9.53,34.8,"1.15",9.53,"1.15",9.53,""
"1968","Iowa","0","1.15",9.53,"1.15",9.53,34.8,"...",0,"0",0,""
"1968","Kansas","0","1.15",9.53,"1.15",9.53,34.8,"...",0,"0",0,""
"1968","Kentucky","0.65","1.15",9.53,"1.15",9.53,34.8,".65 - .75(b)",5.39,"0.75",6.21,"(b)"
"1968","Louisiana","0","1.15",9.53,"1.15",9.53,34.8,"...",0,"0",0,""
"1968","Maine","1.4","1.15",9.53,"1.4",11.6,34.8,"1.4",11.6,"1.4",11.6,""
"1968","Maryland","1","1.15",9.53,"1.15",9.53,34.8,"1.00 & 1.15",8.29,"1.15",9.53,""
"1968","Massachusetts","1.6","1.15",9.53,"1.6",13.26,34.8,"1.6",13.26,"1.6",13.26,""
"1968","Michigan","1.25","1.15",9.53,"1.25",10.36,34.8,"1.25",10.36,"1.25",10.36,""
"1968","Minnesota","0.7","1.15",9.53,"1.15",9.53,34.8,".70 - 1.15(b)",5.8,"1.15",9.53,"(b)"
"1968","Mississippi","0","1.15",9.53,"1.15",9.53,34.8,"...",0,"0",0,""
"1968","Missouri","0","1.15",9.53,"1.15",9.53,34.8,"...",0,"0",0,""
"1968","Montana","0","1.15",9.53,"1.15",9.53,34.8,"...",0,"0",0,""
"1968","Nebraska","1","1.15",9.53,"1.15",9.53,34.8,"1",8.29,"1",8.29,""
"1968","Nevada","1.25","1.15",9.53,"1.25",10.36,34.8,"1.25",10.36,"1.25",10.36,""
"1968","New Hampshire","1.4","1.15",9.53,"1.4",11.6,34.8,"1.4",11.6,"1.4",11.6,""
"1968","New Jersey","1.4","1.15",9.53,"1.4",11.6,34.8,"1.4",11.6,"1.4",11.6,""
"1968","New Mexico","1.15","1.15",9.53,"1.15",9.53,34.8,"1.15 - 1.40",9.53,"1.4",11.6,""
"1968","New York","1.6","1.15",9.53,"1.6",13.26,34.8,"1.6",13.26,"1.6",13.26,""
"1968","North Carolina","1","1.15",9.53,"1.15",9.53,34.8,"1",8.29,"1",8.29,""
"1968","North Dakota","1","1.15",9.53,"1.15",9.53,34.8,"1.00 - 1.25",8.29,"1.25",10.36,""
"1968","Ohio","0.75","1.15",9.53,"1.15",9.53,34.8,".75 - 1.25(b)",6.21,"1.25",10.36,"(b)"
"1968","Oklahoma","1","1.15",9.53,"1.15",9.53,34.8,"1",8.29,"1",8.29,""
"1968","Oregon","1.25","1.15",9.53,"1.25",10.36,34.8,"1.25",10.36,"1.25",10.36,""
"1968","Pennsylvania","1.15","1.15",9.53,"1.15",9.53,34.8,"1.15",9.53,"1.15",9.53,""
"1968","Puerto Rico","0.43","1.15",9.53,"1.15",9.53,34.8,".43 - 1.60",3.56,"1.6",13.26,""
"1968","Rhode Island","1.4","1.15",9.53,"1.4",11.6,34.8,"1.4",11.6,"1.4",11.6,""
"1968","South Carolina","0","1.15",9.53,"1.15",9.53,34.8,"...",0,"0",0,""
"1968","South Dakota","0.425","1.15",9.53,"1.15",9.53,34.8,"17.00 - 20.00/wk",3.52,"0.5",4.14,""
"1968","Tennessee","0","1.15",9.53,"1.15",9.53,34.8,"...",0,"0",0,""
"1968","Texas","0","1.15",9.53,"1.15",9.53,34.8,"...",0,"0",0,""
"1968","U.S. Virgin Islands","0","1.15",9.53,"1.15",9.53,34.8,"...",NA,"0",NA,""
"1968","Utah","1","1.15",9.53,"1.15",9.53,34.8,"1.00 - 1.15(b)",8.29,"1.15",9.53,"(b)"
"1968","Vermont","1.4","1.15",9.53,"1.4",11.6,34.8,"1.4",11.6,"1.4",11.6,""
"1968","Virginia","0","1.15",9.53,"1.15",9.53,34.8,"...",0,"0",0,""
"1968","Washington","1.6","1.15",9.53,"1.6",13.26,34.8,"1.6",13.26,"1.6",13.26,""
"1968","West Virginia","1","1.15",9.53,"1.15",9.53,34.8,"1",8.29,"1",8.29,""
"1968","Wisconsin","1.25","1.15",9.53,"1.25",10.36,34.8,"1.25 (b)",10.36,"1.25",10.36,"(b)"
"1968","Wyoming","1.2","1.15",9.53,"1.2",9.94,34.8,"1.2",9.94,"1.2",9.94,""
"1969","Alabama","0","1.15",9.04,"1.15",9.04,36.7,"...",0,"0",0,""
"1969","Alaska","2.1","1.15",9.04,"2.1",16.5,36.7,"2.1",16.5,"2.1",16.5,""
"1969","Arizona","0.468","1.15",9.04,"1.15",9.04,36.7,"18.72 - 26.40/wk(b)",3.68,"0.66",5.19,"(b)"
"1969","Arkansas","0.15625","1.15",9.04,"1.15",9.04,36.7,"1.25/day(b)",1.23,"0.15625",1.23,"(b)"
"1969","California","1.65","1.15",9.04,"1.65",12.96,36.7,"1.65(b)",12.96,"1.65",12.96,"(b)"
"1969","Colorado","1","1.15",9.04,"1.15",9.04,36.7,"1.00 - 1.25(b)",7.86,"1.25",9.82,"(b)"
"1969","Connecticut","1.4","1.15",9.04,"1.4",11,36.7,"1.4",11,"1.4",11,""
"1969","Delaware","1.25","1.15",9.04,"1.25",9.82,36.7,"1.25",9.82,"1.25",9.82,""
"1969","District of Columbia","1.25","1.15",9.04,"1.25",9.82,36.7,"1.25 - 1.40",9.82,"1.4",11,""
"1969","Florida","0","1.15",9.04,"1.15",9.04,36.7,"...",0,"0",0,""
"1969","Georgia","0","1.15",9.04,"1.15",9.04,36.7,"...",0,"0",0,""
"1969","Guam","1.25","1.15",9.04,"1.25",9.82,36.7,"1.25",9.82,"1.25",9.82,""
"1969","Hawaii","1.25","1.15",9.04,"1.25",9.82,36.7,"1.25",9.82,"1.25",9.82,""
"1969","Idaho","1.15","1.15",9.04,"1.15",9.04,36.7,"1.15",9.04,"1.15",9.04,""
"1969","Illinois","0","1.15",9.04,"1.15",9.04,36.7,"...",0,"0",0,""
"1969","Indiana","1.15","1.15",9.04,"1.15",9.04,36.7,"1.15",9.04,"1.15",9.04,""
"1969","Iowa","0","1.15",9.04,"1.15",9.04,36.7,"...",0,"0",0,""
"1969","Kansas","0","1.15",9.04,"1.15",9.04,36.7,"...",0,"0",0,""
"1969","Kentucky","0.65","1.15",9.04,"1.15",9.04,36.7,".65 - .75(b)",5.11,"0.75",5.89,"(b)"
"1969","Louisiana","0","1.15",9.04,"1.15",9.04,36.7,"...",0,"0",0,""
"1969","Maine","1.4","1.15",9.04,"1.4",11,36.7,"1.4",11,"1.4",11,""
"1969","Maryland","1","1.15",9.04,"1.15",9.04,36.7,"1.00 & 1.15",7.86,"1.15",9.04,""
"1969","Massachusetts","1.6","1.15",9.04,"1.6",12.57,36.7,"1.6",12.57,"1.6",12.57,""
"1969","Michigan","1.25","1.15",9.04,"1.25",9.82,36.7,"1.25",9.82,"1.25",9.82,""
"1969","Minnesota","0.7","1.15",9.04,"1.15",9.04,36.7,".70 - 1.15(b)",5.5,"1.15",9.04,"(b)"
"1969","Mississippi","0","1.15",9.04,"1.15",9.04,36.7,"...",0,"0",0,""
"1969","Missouri","0","1.15",9.04,"1.15",9.04,36.7,"...",0,"0",0,""
"1969","Montana","0","1.15",9.04,"1.15",9.04,36.7,"...",0,"0",0,""
"1969","Nebraska","1","1.15",9.04,"1.15",9.04,36.7,"1",7.86,"1",7.86,""
"1969","Nevada","1.25","1.15",9.04,"1.25",9.82,36.7,"1.25",9.82,"1.25",9.82,""
"1969","New Hampshire","1.4","1.15",9.04,"1.4",11,36.7,"1.4",11,"1.4",11,""
"1969","New Jersey","1.4","1.15",9.04,"1.4",11,36.7,"1.4",11,"1.4",11,""
"1969","New Mexico","1.15","1.15",9.04,"1.15",9.04,36.7,"1.15 - 1.40",9.04,"1.4",11,""
"1969","New York","1.6","1.15",9.04,"1.6",12.57,36.7,"1.6",12.57,"1.6",12.57,""
"1969","North Carolina","1","1.15",9.04,"1.15",9.04,36.7,"1",7.86,"1",7.86,""
"1969","North Dakota","1","1.15",9.04,"1.15",9.04,36.7,"1.00 - 1.25",7.86,"1.25",9.82,""
"1969","Ohio","0.75","1.15",9.04,"1.15",9.04,36.7,".75 - 1.25(b)",5.89,"1.25",9.82,"(b)"
"1969","Oklahoma","1","1.15",9.04,"1.15",9.04,36.7,"1",7.86,"1",7.86,""
"1969","Oregon","1.25","1.15",9.04,"1.25",9.82,36.7,"1.25",9.82,"1.25",9.82,""
"1969","Pennsylvania","1.15","1.15",9.04,"1.15",9.04,36.7,"1.15",9.04,"1.15",9.04,""
"1969","Puerto Rico","0.43","1.15",9.04,"1.15",9.04,36.7,".43 - 1.60",3.38,"1.6",12.57,""
"1969","Rhode Island","1.4","1.15",9.04,"1.4",11,36.7,"1.4",11,"1.4",11,""
"1969","South Carolina","0","1.15",9.04,"1.15",9.04,36.7,"...",0,"0",0,""
"1969","South Dakota","0.425","1.15",9.04,"1.15",9.04,36.7,"17.00 - 20.00/wk",3.34,"0.5",3.93,""
"1969","Tennessee","0","1.15",9.04,"1.15",9.04,36.7,"...",0,"0",0,""
"1969","Texas","0","1.15",9.04,"1.15",9.04,36.7,"...",0,"0",0,""
"1969","U.S. Virgin Islands","0","1.15",9.04,"1.15",9.04,36.7,"...",NA,"0",NA,""
"1969","Utah","1","1.15",9.04,"1.15",9.04,36.7,"1.00 - 1.15(b)",7.86,"1.15",9.04,"(b)"
"1969","Vermont","1.4","1.15",9.04,"1.4",11,36.7,"1.4",11,"1.4",11,""
"1969","Virginia","0","1.15",9.04,"1.15",9.04,36.7,"...",0,"0",0,""
"1969","Washington","1.6","1.15",9.04,"1.6",12.57,36.7,"1.6",12.57,"1.6",12.57,""
"1969","West Virginia","1","1.15",9.04,"1.15",9.04,36.7,"1",7.86,"1",7.86,""
"1969","Wisconsin","1.25","1.15",9.04,"1.25",9.82,36.7,"1.25 (b)",9.82,"1.25",9.82,"(b)"
"1969","Wyoming","1.2","1.15",9.04,"1.2",9.43,36.7,"1.2",9.43,"1.2",9.43,""
"1970","Alabama","0","1.3",9.66,"1.3",9.66,38.8,"...",0,"0",0,""
"1970","Alaska","2.1","1.3",9.66,"2.1",15.61,38.8,"2.1",15.61,"2.1",15.61,""
"1970","Arizona","0.468","1.3",9.66,"1.3",9.66,38.8,"18.72 - 26.40/wk(b)",3.48,"0.66",4.9,"(b)"
"1970","Arkansas","1.1","1.3",9.66,"1.3",9.66,38.8,"1.1",8.17,"1.1",8.17,""
"1970","California","1.65","1.3",9.66,"1.65",12.26,38.8,"1.65(b)",12.26,"1.65",12.26,"(b)"
"1970","Colorado","1","1.3",9.66,"1.3",9.66,38.8,"1.00 - 1.25(b)",7.43,"1.25",9.29,"(b)"
"1970","Connecticut","1.6","1.3",9.66,"1.6",11.89,38.8,"1.6",11.89,"1.6",11.89,""
"1970","Delaware","1.25","1.3",9.66,"1.3",9.66,38.8,"1.25",9.29,"1.25",9.29,""
"1970","District of Columbia","1.6","1.3",9.66,"1.6",11.89,38.8,"1.60 - 2.00",11.89,"2",14.86,""
"1970","Florida","0","1.3",9.66,"1.3",9.66,38.8,"...",0,"0",0,""
"1970","Georgia","0","1.3",9.66,"1.3",9.66,38.8,"...",0,"0",0,""
"1970","Guam","1.6","1.3",9.66,"1.6",11.89,38.8,"1.6",11.89,"1.6",11.89,""
"1970","Hawaii","1.6","1.3",9.66,"1.6",11.89,38.8,"1.6",11.89,"1.6",11.89,""
"1970","Idaho","1.25","1.3",9.66,"1.3",9.66,38.8,"1.25",9.29,"1.25",9.29,""
"1970","Illinois","0","1.3",9.66,"1.3",9.66,38.8,"...",0,"0",0,""
"1970","Indiana","1.25","1.3",9.66,"1.3",9.66,38.8,"1.25",9.29,"1.25",9.29,""
"1970","Iowa","0","1.3",9.66,"1.3",9.66,38.8,"...",0,"0",0,""
"1970","Kansas","0","1.3",9.66,"1.3",9.66,38.8,"...",0,"0",0,""
"1970","Kentucky","0.65","1.3",9.66,"1.3",9.66,38.8,".65 - .75(b)",4.83,"0.75",5.57,"(b)"
"1970","Louisiana","0","1.3",9.66,"1.3",9.66,38.8,"...",0,"0",0,""
"1970","Maine","1.6","1.3",9.66,"1.6",11.89,38.8,"1.6",11.89,"1.6",11.89,""
"1970","Maryland","1.3","1.3",9.66,"1.3",9.66,38.8,"1.3",9.66,"1.3",9.66,""
"1970","Massachusetts","1.6","1.3",9.66,"1.6",11.89,38.8,"1.6",11.89,"1.6",11.89,""
"1970","Michigan","1.25","1.3",9.66,"1.3",9.66,38.8,"1.25",9.29,"1.25",9.29,""
"1970","Minnesota","0.7","1.3",9.66,"1.3",9.66,38.8,".70 - 1.15(b)",5.2,"1.15",8.55,"(b)"
"1970","Mississippi","0","1.3",9.66,"1.3",9.66,38.8,"...",0,"0",0,""
"1970","Missouri","0","1.3",9.66,"1.3",9.66,38.8,"...",0,"0",0,""
"1970","Montana","0","1.3",9.66,"1.3",9.66,38.8,"...",0,"0",0,""
"1970","Nebraska","1","1.3",9.66,"1.3",9.66,38.8,"1",7.43,"1",7.43,""
"1970","Nevada","1.3","1.3",9.66,"1.3",9.66,38.8,"1.3",9.66,"1.3",9.66,""
"1970","New Hampshire","1.45","1.3",9.66,"1.45",10.78,38.8,"1.45 & 1.60",10.78,"1.6",11.89,""
"1970","New Jersey","1.5","1.3",9.66,"1.5",11.15,38.8,"1.5",11.15,"1.5",11.15,""
"1970","New Mexico","1.3","1.3",9.66,"1.3",9.66,38.8,"1.30 - 1.60",9.66,"1.6",11.89,""
"1970","New York","1.6","1.3",9.66,"1.6",11.89,38.8,"1.6",11.89,"1.6",11.89,""
"1970","North Carolina","1.25","1.3",9.66,"1.3",9.66,38.8,"1.25",9.29,"1.25",9.29,""
"1970","North Dakota","1","1.3",9.66,"1.3",9.66,38.8,"1.00 - 1.45",7.43,"1.45",10.78,""
"1970","Ohio","0.75","1.3",9.66,"1.3",9.66,38.8,".75 - 1.25(b)",5.57,"1.25",9.29,"(b)"
"1970","Oklahoma","1","1.3",9.66,"1.3",9.66,38.8,"1",7.43,"1",7.43,""
"1970","Oregon","1.25","1.3",9.66,"1.3",9.66,38.8,"1.25",9.29,"1.25",9.29,""
"1970","Pennsylvania","1.3","1.3",9.66,"1.3",9.66,38.8,"1.3",9.66,"1.3",9.66,""
"1970","Puerto Rico","0.43","1.3",9.66,"1.3",9.66,38.8,".43 - 1.60",3.2,"1.6",11.89,""
"1970","Rhode Island","1.6","1.3",9.66,"1.6",11.89,38.8,"1.6",11.89,"1.6",11.89,""
"1970","South Carolina","0","1.3",9.66,"1.3",9.66,38.8,"...",0,"0",0,""
"1970","South Dakota","1","1.3",9.66,"1.3",9.66,38.8,"1",7.43,"1",7.43,""
"1970","Tennessee","0","1.3",9.66,"1.3",9.66,38.8,"...",0,"0",0,""
"1970","Texas","0","1.3",9.66,"1.3",9.66,38.8,"...",0,"0",0,""
"1970","U.S. Virgin Islands","0","1.3",9.66,"1.3",9.66,38.8,"...",NA,"0",NA,""
"1970","Utah","1","1.3",9.66,"1.3",9.66,38.8,"1.00 - 1.15(b)",7.43,"1.15",8.55,"(b)"
"1970","Vermont","1.6","1.3",9.66,"1.6",11.89,38.8,"1.6",11.89,"1.6",11.89,""
"1970","Virginia","0","1.3",9.66,"1.3",9.66,38.8,"...",0,"0",0,""
"1970","Washington","1.6","1.3",9.66,"1.6",11.89,38.8,"1.6",11.89,"1.6",11.89,""
"1970","West Virginia","1","1.3",9.66,"1.3",9.66,38.8,"1",7.43,"1",7.43,""
"1970","Wisconsin","1.3","1.3",9.66,"1.3",9.66,38.8,"1.30 (b)",9.66,"1.3",9.66,"(b)"
"1970","Wyoming","1.3","1.3",9.66,"1.3",9.66,38.8,"1.3",9.66,"1.3",9.66,""
"1971","Alabama","0","1.3",9.26,"1.3",9.26,40.5,"...",0,"0",0,""
"1971","Alaska","2.1","1.3",9.26,"2.1",14.95,40.5,"2.1",14.95,"2.1",14.95,""
"1971","Arizona","0.468","1.3",9.26,"1.3",9.26,40.5,"18.72 - 26.40/wk(b)",3.33,"0.66",4.7,"(b)"
"1971","Arkansas","1.1","1.3",9.26,"1.3",9.26,40.5,"1.1",7.83,"1.1",7.83,""
"1971","California","1.65","1.3",9.26,"1.65",11.75,40.5,"1.65(b)",11.75,"1.65",11.75,"(b)"
"1971","Colorado","1","1.3",9.26,"1.3",9.26,40.5,"1.00 - 1.25(b)",7.12,"1.25",8.9,"(b)"
"1971","Connecticut","1.6","1.3",9.26,"1.6",11.39,40.5,"1.6",11.39,"1.6",11.39,""
"1971","Delaware","1.25","1.3",9.26,"1.3",9.26,40.5,"1.25",8.9,"1.25",8.9,""
"1971","District of Columbia","1.6","1.3",9.26,"1.6",11.39,40.5,"1.60 - 2.00",11.39,"2",14.24,""
"1971","Florida","0","1.3",9.26,"1.3",9.26,40.5,"...",0,"0",0,""
"1971","Georgia","0","1.3",9.26,"1.3",9.26,40.5,"...",0,"0",0,""
"1971","Guam","1.6","1.3",9.26,"1.6",11.39,40.5,"1.6",11.39,"1.6",11.39,""
"1971","Hawaii","1.6","1.3",9.26,"1.6",11.39,40.5,"1.6",11.39,"1.6",11.39,""
"1971","Idaho","1.25","1.3",9.26,"1.3",9.26,40.5,"1.25",8.9,"1.25",8.9,""
"1971","Illinois","0","1.3",9.26,"1.3",9.26,40.5,"...",0,"0",0,""
"1971","Indiana","1.25","1.3",9.26,"1.3",9.26,40.5,"1.25",8.9,"1.25",8.9,""
"1971","Iowa","0","1.3",9.26,"1.3",9.26,40.5,"...",0,"0",0,""
"1971","Kansas","0","1.3",9.26,"1.3",9.26,40.5,"...",0,"0",0,""
"1971","Kentucky","0.65","1.3",9.26,"1.3",9.26,40.5,".65 - .75(b)",4.63,"0.75",5.34,"(b)"
"1971","Louisiana","0","1.3",9.26,"1.3",9.26,40.5,"...",0,"0",0,""
"1971","Maine","1.6","1.3",9.26,"1.6",11.39,40.5,"1.6",11.39,"1.6",11.39,""
"1971","Maryland","1.3","1.3",9.26,"1.3",9.26,40.5,"1.3",9.26,"1.3",9.26,""
"1971","Massachusetts","1.6","1.3",9.26,"1.6",11.39,40.5,"1.6",11.39,"1.6",11.39,""
"1971","Michigan","1.25","1.3",9.26,"1.3",9.26,40.5,"1.25",8.9,"1.25",8.9,""
"1971","Minnesota","0.7","1.3",9.26,"1.3",9.26,40.5,".70 - 1.15(b)",4.98,"1.15",8.19,"(b)"
"1971","Mississippi","0","1.3",9.26,"1.3",9.26,40.5,"...",0,"0",0,""
"1971","Missouri","0","1.3",9.26,"1.3",9.26,40.5,"...",0,"0",0,""
"1971","Montana","0","1.3",9.26,"1.3",9.26,40.5,"...",0,"0",0,""
"1971","Nebraska","1","1.3",9.26,"1.3",9.26,40.5,"1",7.12,"1",7.12,""
"1971","Nevada","1.3","1.3",9.26,"1.3",9.26,40.5,"1.3",9.26,"1.3",9.26,""
"1971","New Hampshire","1.45","1.3",9.26,"1.45",10.32,40.5,"1.45 & 1.60",10.32,"1.6",11.39,""
"1971","New Jersey","1.5","1.3",9.26,"1.5",10.68,40.5,"1.5",10.68,"1.5",10.68,""
"1971","New Mexico","1.3","1.3",9.26,"1.3",9.26,40.5,"1.30 - 1.60",9.26,"1.6",11.39,""
"1971","New York","1.6","1.3",9.26,"1.6",11.39,40.5,"1.6",11.39,"1.6",11.39,""
"1971","North Carolina","1.25","1.3",9.26,"1.3",9.26,40.5,"1.25",8.9,"1.25",8.9,""
"1971","North Dakota","1","1.3",9.26,"1.3",9.26,40.5,"1.00 - 1.45",7.12,"1.45",10.32,""
"1971","Ohio","0.75","1.3",9.26,"1.3",9.26,40.5,".75 - 1.25(b)",5.34,"1.25",8.9,"(b)"
"1971","Oklahoma","1","1.3",9.26,"1.3",9.26,40.5,"1",7.12,"1",7.12,""
"1971","Oregon","1.25","1.3",9.26,"1.3",9.26,40.5,"1.25",8.9,"1.25",8.9,""
"1971","Pennsylvania","1.3","1.3",9.26,"1.3",9.26,40.5,"1.3",9.26,"1.3",9.26,""
"1971","Puerto Rico","0.43","1.3",9.26,"1.3",9.26,40.5,".43 - 1.60",3.06,"1.6",11.39,""
"1971","Rhode Island","1.6","1.3",9.26,"1.6",11.39,40.5,"1.6",11.39,"1.6",11.39,""
"1971","South Carolina","0","1.3",9.26,"1.3",9.26,40.5,"...",0,"0",0,""
"1971","South Dakota","1","1.3",9.26,"1.3",9.26,40.5,"1",7.12,"1",7.12,""
"1971","Tennessee","0","1.3",9.26,"1.3",9.26,40.5,"...",0,"0",0,""
"1971","Texas","0","1.3",9.26,"1.3",9.26,40.5,"...",0,"0",0,""
"1971","U.S. Virgin Islands","0","1.3",9.26,"1.3",9.26,40.5,"...",NA,"0",NA,""
"1971","Utah","1","1.3",9.26,"1.3",9.26,40.5,"1.00 - 1.15(b)",7.12,"1.15",8.19,"(b)"
"1971","Vermont","1.6","1.3",9.26,"1.6",11.39,40.5,"1.6",11.39,"1.6",11.39,""
"1971","Virginia","0","1.3",9.26,"1.3",9.26,40.5,"...",0,"0",0,""
"1971","Washington","1.6","1.3",9.26,"1.6",11.39,40.5,"1.6",11.39,"1.6",11.39,""
"1971","West Virginia","1","1.3",9.26,"1.3",9.26,40.5,"1",7.12,"1",7.12,""
"1971","Wisconsin","1.3","1.3",9.26,"1.3",9.26,40.5,"1.30 (b)",9.26,"1.3",9.26,"(b)"
"1971","Wyoming","1.3","1.3",9.26,"1.3",9.26,40.5,"1.3",9.26,"1.3",9.26,""
"1972","Alabama","0","1.6",11.04,"1.6",11.04,41.8,"...",0,"0",0,""
"1972","Alaska","2.1","1.6",11.04,"2.1",14.49,41.8,"2.1",14.49,"2.1",14.49,""
"1972","Arizona","0.468","1.6",11.04,"1.6",11.04,41.8,"18.72-26.40/wk(b)",3.23,"0.66",4.55,"(b)"
"1972","Arkansas","1.2","1.6",11.04,"1.6",11.04,41.8,"1.2",8.28,"1.2",8.28,""
"1972","California","1.65","1.6",11.04,"1.65",11.38,41.8,"1.65(b)",11.38,"1.65",11.38,"(b)"
"1972","Colorado","1","1.6",11.04,"1.6",11.04,41.8,"1.00 - 1.25(b)",6.9,"1.25",8.62,"(b)"
"1972","Connecticut","1.85","1.6",11.04,"1.85",12.76,41.8,"1.85",12.76,"1.85",12.76,""
"1972","Delaware","1.6","1.6",11.04,"1.6",11.04,41.8,"1.6",11.04,"1.6",11.04,""
"1972","District of Columbia","1.6","1.6",11.04,"1.6",11.04,41.8,"1.60 - 2.25",11.04,"2.25",15.52,""
"1972","Florida","0","1.6",11.04,"1.6",11.04,41.8,"...",0,"0",0,""
"1972","Georgia","1.25","1.6",11.04,"1.6",11.04,41.8,"1.25",8.62,"1.25",8.62,""
"1972","Guam","1.9","1.6",11.04,"1.9",13.11,41.8,"1.9",13.11,"1.9",13.11,""
"1972","Hawaii","1.6","1.6",11.04,"1.6",11.04,41.8,"1.6",11.04,"1.6",11.04,""
"1972","Idaho","1.4","1.6",11.04,"1.6",11.04,41.8,"1.4",9.66,"1.4",9.66,""
"1972","Illinois","1.4","1.6",11.04,"1.6",11.04,41.8,"1.4",9.66,"1.4",9.66,""
"1972","Indiana","1.25","1.6",11.04,"1.6",11.04,41.8,"1.25",8.62,"1.25",8.62,""
"1972","Iowa","0","1.6",11.04,"1.6",11.04,41.8,"...",0,"0",0,""
"1972","Kansas","0","1.6",11.04,"1.6",11.04,41.8,"...",0,"0",0,""
"1972","Kentucky","0.65","1.6",11.04,"1.6",11.04,41.8,".65 - .75(b)",4.48,"0.75",5.17,"(b)"
"1972","Louisiana","0","1.6",11.04,"1.6",11.04,41.8,"...",0,"0",0,""
"1972","Maine","1.4","1.6",11.04,"1.6",11.04,41.8,"1.40 - 1.80",9.66,"1.8",12.42,""
"1972","Maryland","1.6","1.6",11.04,"1.6",11.04,41.8,"1.6",11.04,"1.6",11.04,""
"1972","Massachusetts","1.75","1.6",11.04,"1.75",12.07,41.8,"1.75",12.07,"1.75",12.07,""
"1972","Michigan","1.6","1.6",11.04,"1.6",11.04,41.8,"1.6",11.04,"1.6",11.04,""
"1972","Minnesota","0.75","1.6",11.04,"1.6",11.04,41.8,".75 - 1.60",5.17,"1.6",11.04,""
"1972","Mississippi","0","1.6",11.04,"1.6",11.04,41.8,"...",0,"0",0,""
"1972","Missouri","0","1.6",11.04,"1.6",11.04,41.8,"...",0,"0",0,""
"1972","Montana","1.6","1.6",11.04,"1.6",11.04,41.8,"1.6",11.04,"1.6",11.04,""
"1972","Nebraska","1","1.6",11.04,"1.6",11.04,41.8,"1",6.9,"1",6.9,""
"1972","Nevada","1.6","1.6",11.04,"1.6",11.04,41.8,"1.6",11.04,"1.6",11.04,""
"1972","New Hampshire","1.6","1.6",11.04,"1.6",11.04,41.8,"1.6",11.04,"1.6",11.04,""
"1972","New Jersey","1.5","1.6",11.04,"1.6",11.04,41.8,"1.5",10.35,"1.5",10.35,""
"1972","New Mexico","1.3","1.6",11.04,"1.6",11.04,41.8,"1.30 - 1.60",8.97,"1.6",11.04,""
"1972","New York","1.85","1.6",11.04,"1.85",12.76,41.8,"1.85",12.76,"1.85",12.76,""
"1972","North Carolina","1.45","1.6",11.04,"1.6",11.04,41.8,"1.45",10,"1.45",10,""
"1972","North Dakota","1","1.6",11.04,"1.6",11.04,41.8,"1.00 - 1.45",6.9,"1.45",10,""
"1972","Ohio","0.75","1.6",11.04,"1.6",11.04,41.8,".75 - 1.25(b)",5.17,"1.25",8.62,"(b)"
"1972","Oklahoma","1.4","1.6",11.04,"1.6",11.04,41.8,"1.4",9.66,"1.4",9.66,""
"1972","Oregon","1.25","1.6",11.04,"1.6",11.04,41.8,"1.25`",8.62,"1.25",8.62,""
"1972","Pennsylvania","1.6","1.6",11.04,"1.6",11.04,41.8,"1.6",11.04,"1.6",11.04,""
"1972","Puerto Rico","0.65","1.6",11.04,"1.6",11.04,41.8,".65 - 1.60",4.48,"1.6",11.04,""
